Date,Day,Venue,Team,Opponent,Name,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,T_att,T_succ,Season,WDL,Team_score,Opp_score,Team_CS,Was_home,GW,Clean_name,FPL_name,FPL_team,FPL_opp_team,Name_original,FPL_pos,FPL_ast,Bonus,Bps,Player_CS,Creativity,Element,Fixture,Player_GC,Goals_scored,ICT_index,Influence,Kickoff_time,FPL_min,Own_goals,Penalties_missed,Penalties_saved,Saves,Selected,Threat,FPL_points,Transfers_balance,Transfers_in,Transfers_out,Value,FPL_GW,xP,FPL_xA,FPL_xGI,FPL_xG,FPL_xGC,Opp_rating,Team_rating,Min_points,clean_name,citizenship,main_position,is_ramadan,days_into_ramadan
2022-10-01,Sat,Home,Southampton,Everton,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,70.6,0.0,17.0,0.0,0.0,0.0,2022-23,L,1,2,0.0,1.0,9,Gavin-Bazunu,Gavin-Bazunu,Southampton,Everton,Gavin Bazunu,GK,0.0,0.0,17.0,0.0,0.0,422.0,89.0,2.0,0.0,2.7,26.6,2022-10-01T14:00:00Z,90.0,0.0,0.0,0.0,3.0,80552.0,0.0,2.0,-867.0,4597.0,5464.0,4.5,9.0,2.0,0.0,0.0,0.0,0.0,1697.17871094,1664.45080566,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-10-08,Sat,Away,Southampton,Manchester City,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,69.0,63.8,0.0,53.0,0.0,0.0,0.0,2022-23,L,0,4,0.0,0.0,10,Gavin-Bazunu,Gavin-Bazunu,Southampton,Man City,Gavin Bazunu,GK,0.0,0.0,17.0,0.0,0.0,422.0,97.0,4.0,0.0,4.0,40.0,2022-10-08T14:00:00Z,90.0,0.0,0.0,0.0,4.0,77389.0,0.0,1.0,-3458.0,1757.0,5215.0,4.5,10.0,0.7,0.0,0.0,0.0,0.0,2042.42578125,1662.40039062,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-10-16,Sun,Home,Southampton,West Ham,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,61.1,0.0,19.0,0.0,0.0,0.0,2022-23,D,1,1,0.0,1.0,11,Gavin-Bazunu,Gavin-Bazunu,Southampton,West Ham,Gavin Bazunu,GK,0.0,0.0,16.0,0.0,0.0,422.0,108.0,1.0,0.0,2.5,24.6,2022-10-16T13:00:00Z,90.0,0.0,0.0,0.0,3.0,76766.0,0.0,3.0,-1316.0,1735.0,3051.0,4.5,11.0,2.0,0.0,0.0,0.0,0.0,1783.41455078,1666.67346191,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-10-19,Wed,Away,Southampton,Bournemouth,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,36.0,75.0,0.0,18.0,0.0,0.0,0.0,2022-23,W,1,0,1.0,0.0,12,Gavin-Bazunu,Gavin-Bazunu,Southampton,Bournemouth,Gavin Bazunu,GK,0.0,0.0,27.0,1.0,0.0,422.0,112.0,0.0,0.0,2.4,24.0,2022-10-19T18:30:00Z,90.0,0.0,0.0,0.0,3.0,77513.0,0.0,7.0,479.0,2577.0,2098.0,4.5,12.0,0.0,0.0,0.0,0.0,0.0,1662.43212891,1668.3659668,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-10-23,Sun,Home,Southampton,Arsenal,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,0.0,20.0,0.0,0.0,0.0,2022-23,D,1,1,0.0,1.0,13,Gavin-Bazunu,Gavin-Bazunu,Southampton,Arsenal,Gavin Bazunu,GK,0.0,0.0,15.0,0.0,0.0,422.0,127.0,1.0,0.0,2.1,21.0,2022-10-23T13:00:00Z,90.0,0.0,0.0,0.0,2.0,74885.0,0.0,2.0,-2993.0,661.0,3654.0,4.5,13.0,2.5,0.0,0.0,0.0,0.0,1916.25061035,1678.4329834,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-10-29,Sat,Away,Southampton,Crystal Palace,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,46.0,76.1,0.0,32.0,0.0,0.0,0.0,2022-23,L,0,1,0.0,0.0,14,Gavin-Bazunu,Gavin-Bazunu,Southampton,Crystal Palace,Gavin Bazunu,GK,0.0,0.0,16.0,0.0,0.0,422.0,135.0,1.0,0.0,1.8,18.2,2022-10-29T14:00:00Z,90.0,0.0,0.0,0.0,2.0,73846.0,0.0,2.0,-1433.0,879.0,2312.0,4.5,14.0,2.8,0.0,0.0,0.0,0.0,1751.39880371,1681.18395996,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-11-06,Sun,Home,Southampton,Newcastle Utd,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,55.9,0.0,22.0,0.0,0.0,0.0,2022-23,L,1,4,0.0,1.0,15,Gavin-Bazunu,Gavin-Bazunu,Southampton,Newcastle,Gavin Bazunu,GK,0.0,0.0,8.0,0.0,0.0,422.0,147.0,4.0,0.0,0.4,4.2,2022-11-06T14:00:00Z,90.0,0.0,0.0,0.0,0.0,73036.0,0.0,0.0,-1175.0,921.0,2096.0,4.5,15.0,2.8,0.0,0.0,0.0,0.0,1823.61816406,1684.6809082,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-11-12,Sat,Away,Southampton,Liverpool,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,46.0,65.2,0.0,29.0,0.0,0.0,0.0,2022-23,L,1,3,0.0,0.0,16,Gavin-Bazunu,Gavin-Bazunu,Southampton,Liverpool,Gavin Bazunu,GK,0.0,0.0,18.0,0.0,0.0,422.0,154.0,3.0,0.0,3.7,37.2,2022-11-12T15:00:00Z,90.0,0.0,0.0,0.0,4.0,72111.0,0.0,2.0,-1317.0,1408.0,2725.0,4.5,16.0,0.3,0.00304,0.00304,0.0,1.9856,1997.9251709,1674.64526367,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-12-26,Mon,Home,Southampton,Brighton,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,66.7,0.0,18.0,0.0,0.0,0.0,2022-23,L,1,3,0.0,1.0,17,Gavin-Bazunu,Gavin-Bazunu,Southampton,Brighton,Gavin Bazunu,GK,0.0,0.0,10.0,0.0,0.0,422.0,170.0,3.0,0.0,1.5,14.6,2022-12-26T15:00:00Z,90.0,0.0,0.0,0.0,2.0,71020.0,0.0,1.0,-1808.0,10126.0,11934.0,4.5,17.0,1.0,9e-05,9e-05,0.0,0.6408,1791.25488281,1672.72241211,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2022-12-31,Sat,Away,Southampton,Fulham,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,38.0,52.6,0.0,21.0,0.0,0.0,0.0,2022-23,L,1,2,0.0,0.0,18,Gavin-Bazunu,Gavin-Bazunu,Southampton,Fulham,Gavin Bazunu,GK,0.0,1.0,23.0,0.0,0.0,422.0,173.0,2.0,0.0,2.7,27.4,2022-12-31T15:00:00Z,90.0,0.0,0.0,1.0,1.0,69882.0,0.0,7.0,-1411.0,579.0,1990.0,4.5,18.0,4.0,0.00209,0.00209,0.0,1.5336,1698.98986816,1664.12658691,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-01-04,Wed,Home,Southampton,Nott'ham Forest,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,56.7,0.0,22.0,0.0,0.0,0.0,2022-23,L,0,1,0.0,1.0,19,Gavin-Bazunu,Gavin-Bazunu,Southampton,Nott'm Forest,Gavin Bazunu,GK,0.0,0.0,7.0,0.0,0.0,422.0,190.0,1.0,0.0,0.2,1.8,2023-01-04T19:30:00Z,90.0,0.0,0.0,0.0,0.0,70971.0,0.0,2.0,700.0,1857.0,1157.0,4.5,19.0,3.8,0.00041,0.00041,0.0,1.3669,1630.99487305,1658.08898926,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-01-14,Sat,Away,Southampton,Everton,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,37.0,56.8,0.0,24.0,0.0,0.0,0.0,2022-23,W,2,1,0.0,0.0,20,Gavin-Bazunu,Gavin-Bazunu,Southampton,Everton,Gavin Bazunu,GK,0.0,0.0,17.0,0.0,0.0,422.0,195.0,1.0,0.0,2.5,24.6,2023-01-14T15:00:00Z,90.0,0.0,0.0,0.0,3.0,71985.0,0.0,3.0,770.0,3293.0,2523.0,4.5,20.0,3.2,0.00215,0.00215,0.0,1.4069,1684.9901123,1648.56323242,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-01-21,Sat,Home,Southampton,Aston Villa,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,27.0,55.6,0.0,15.0,0.0,0.0,0.0,2022-23,L,0,1,0.0,1.0,21,Gavin-Bazunu,Gavin-Bazunu,Southampton,Aston Villa,Gavin Bazunu,GK,0.0,0.0,16.0,0.0,0.0,422.0,209.0,1.0,0.0,3.4,34.4,2023-01-21T15:00:00Z,90.0,0.0,0.0,0.0,4.0,73326.0,0.0,3.0,945.0,3499.0,2554.0,4.5,21.0,3.2,0.00107,0.00107,0.0,1.4183,1760.30419922,1658.23925781,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-02-04,Sat,Away,Southampton,Brentford,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,30.0,46.7,0.0,16.0,0.0,0.0,0.0,2022-23,L,0,3,0.0,0.0,22,Gavin-Bazunu,Gavin-Bazunu,Southampton,Brentford,Gavin Bazunu,GK,0.0,0.0,8.0,0.0,0.0,422.0,212.0,3.0,0.0,0.2,2.2,2023-02-04T15:00:00Z,90.0,0.0,0.0,0.0,0.0,71966.0,0.0,1.0,-1713.0,2067.0,3780.0,4.5,22.0,2.3,0.0,0.0,0.0,2.13,1779.05505371,1651.96044922,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-02-11,Sat,Home,Southampton,Wolves,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,62.5,0.0,13.0,0.0,0.0,0.0,2022-23,L,1,2,0.0,1.0,23,Gavin-Bazunu,Gavin-Bazunu,Southampton,Wolves,Gavin Bazunu,GK,0.0,0.0,7.0,0.0,0.0,422.0,229.0,2.0,0.0,0.3,3.0,2023-02-11T15:00:00Z,90.0,0.0,0.0,0.0,0.0,68670.0,0.0,1.0,-3464.0,414.0,3878.0,4.5,23.0,1.2,0.0,0.0,0.0,0.78,1719.64172363,1644.94360352,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-02-18,Sat,Away,Southampton,Chelsea,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,45.0,48.9,0.0,27.0,0.0,0.0,0.0,2022-23,W,1,0,1.0,0.0,24,Gavin-Bazunu,Gavin-Bazunu,Southampton,Chelsea,Gavin Bazunu,GK,0.0,2.0,30.0,1.0,0.0,422.0,234.0,0.0,0.0,2.6,26.4,2023-02-18T15:00:00Z,90.0,0.0,0.0,0.0,4.0,68616.0,0.0,9.0,-330.0,1216.0,1546.0,4.5,24.0,3.2,0.0,0.0,0.0,1.55,1857.62744141,1635.6192627,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-02-25,Sat,Away,Southampton,Leeds United,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,61.5,0.0,23.0,0.0,0.0,0.0,2022-23,L,0,1,0.0,0.0,25,Gavin-Bazunu,Gavin-Bazunu,Southampton,Leeds,Gavin Bazunu,GK,0.0,0.0,14.0,0.0,0.0,422.0,245.0,1.0,0.0,2.7,27.4,2023-02-25T15:00:00Z,90.0,0.0,0.0,0.0,3.0,73479.0,0.0,3.0,3494.0,5239.0,1745.0,4.5,25.0,3.0,0.01,0.01,0.0,0.86,1687.28820801,1648.39147949,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-03-04,Sat,Home,Southampton,Leicester City,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,41.0,41.5,0.0,23.0,0.0,0.0,0.0,2022-23,W,1,0,1.0,1.0,26,Gavin-Bazunu,Gavin-Bazunu,Southampton,Leicester,Gavin Bazunu,GK,0.0,0.0,19.0,1.0,0.0,422.0,259.0,0.0,0.0,0.1,0.8,2023-03-04T17:30:00Z,90.0,0.0,0.0,0.0,0.0,69435.0,0.0,6.0,-3204.0,891.0,4095.0,4.5,26.0,4.3,0.0,0.0,0.0,1.9,1759.96899414,1642.57116699,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-03-12,Sun,Away,Southampton,Manchester Utd,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,72.7,0.0,15.0,0.0,0.0,0.0,2022-23,D,0,0,1.0,0.0,27,Gavin-Bazunu,Gavin-Bazunu,Southampton,Man Utd,Gavin Bazunu,GK,0.0,0.0,27.0,1.0,0.0,422.0,267.0,0.0,0.0,3.1,30.8,2023-03-12T14:00:00Z,90.0,0.0,0.0,0.0,4.0,79548.0,0.0,7.0,7692.0,10126.0,2434.0,4.5,27.0,9.4,0.0,0.0,0.0,0.84,1886.4855957,1657.22021484,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-03-15,Wed,Home,Southampton,Brentford,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,67.4,0.0,28.0,0.0,0.0,0.0,2022-23,L,0,2,0.0,1.0,7,Gavin-Bazunu,Gavin-Bazunu,Southampton,Brentford,Gavin Bazunu,GK,0.0,0.0,12.0,0.0,0.0,422.0,69.0,2.0,0.0,1.8,18.2,2023-03-15T19:30:00Z,90.0,0.0,0.0,0.0,2.0,79548.0,0.0,1.0,7692.0,10126.0,2434.0,4.5,27.0,9.4,0.0,0.0,0.0,2.01,1788.43115234,1666.86999512,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-03-18,Sat,Home,Southampton,Tottenham,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,61.9,0.0,11.0,0.0,0.0,0.0,2022-23,D,3,3,0.0,1.0,28,Gavin-Bazunu,Gavin-Bazunu,Southampton,Spurs,Gavin Bazunu,GK,0.0,0.0,7.0,0.0,0.0,422.0,279.0,3.0,0.0,0.2,2.2,2023-03-18T15:00:00Z,90.0,0.0,0.0,0.0,0.0,80333.0,0.0,1.0,2116.0,4687.0,2571.0,4.5,28.0,3.1,0.0,0.0,0.0,2.26,1855.05078125,1658.18591309,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-04-02,Sun,Away,Southampton,West Ham,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,39.0,89.7,0.0,26.0,0.0,0.0,0.0,2022-23,L,0,1,0.0,0.0,29,Gavin-Bazunu,Gavin-Bazunu,Southampton,West Ham,Gavin Bazunu,GK,0.0,0.0,16.0,0.0,0.0,422.0,290.0,1.0,0.0,0.9,9.2,2023-04-02T13:00:00Z,90.0,0.0,0.0,0.0,2.0,76084.0,0.0,2.0,-4003.0,1272.0,5275.0,4.5,29.0,2.3,0.0,0.0,0.0,1.36,1754.73693848,1662.04260254,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,True,11
2023-04-08,Sat,Home,Southampton,Manchester City,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,45.0,57.8,0.0,39.0,0.0,0.0,0.0,2022-23,L,1,4,0.0,1.0,30,Gavin-Bazunu,Gavin-Bazunu,Southampton,Man City,Gavin Bazunu,GK,0.0,0.0,17.0,0.0,0.0,422.0,298.0,4.0,0.0,3.5,34.8,2023-04-08T16:30:00Z,90.0,0.0,0.0,0.0,4.0,75117.0,0.0,1.0,-1348.0,719.0,2067.0,4.5,30.0,-0.3,0.0,0.0,0.0,2.64,2051.76245117,1657.54675293,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,True,17
2023-04-15,Sat,Home,Southampton,Crystal Palace,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,91.2,0.0,22.0,0.0,0.0,0.0,2022-23,L,0,2,0.0,1.0,31,Gavin-Bazunu,Gavin-Bazunu,Southampton,Crystal Palace,Gavin Bazunu,GK,0.0,0.0,9.0,0.0,0.0,422.0,307.0,2.0,0.0,0.6,5.6,2023-04-15T14:00:00Z,90.0,0.0,0.0,0.0,0.0,77038.0,0.0,1.0,1666.0,3124.0,1458.0,4.5,31.0,0.8,0.0,0.0,0.0,0.81,1757.18823242,1654.94335938,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,True,24
2023-04-21,Fri,Away,Southampton,Arsenal,Gavin-Bazunu,Y,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,37.2,0.0,20.0,0.0,0.0,0.0,2022-23,D,3,3,0.0,0.0,32,Gavin-Bazunu,Gavin-Bazunu,Southampton,Arsenal,Gavin Bazunu,GK,0.0,0.0,12.0,0.0,0.0,422.0,311.0,3.0,0.0,1.9,19.2,2023-04-21T19:00:00Z,90.0,0.0,0.0,0.0,2.0,76123.0,0.0,1.0,-842.0,1444.0,2286.0,4.5,32.0,0.2,0.0,0.0,0.0,2.81,1946.55639648,1638.62390137,True,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,True,30
2023-04-27,Thu,Home,Southampton,Bournemouth,Gavin-Bazunu,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,0,1,0.0,1.0,33,Gavin-Bazunu,Gavin-Bazunu,Southampton,Bournemouth,Gavin Bazunu,GK,0.0,0.0,0.0,0.0,0.0,422.0,330.0,0.0,0.0,0.0,0.0,2023-04-27T18:45:00Z,0.0,0.0,0.0,0.0,0.0,76384.0,0.0,0.0,-121.0,2324.0,2445.0,4.5,33.0,1.0,0.0,0.0,0.0,0.0,1660.82678223,1646.32543945,False,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-04-30,Sun,Away,Southampton,Newcastle Utd,Gavin-Bazunu,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,1,3,0.0,0.0,34,Gavin-Bazunu,Gavin-Bazunu,Southampton,Newcastle,Gavin Bazunu,GK,0.0,0.0,0.0,0.0,0.0,422.0,340.0,0.0,0.0,0.0,0.0,2023-04-30T13:00:00Z,0.0,0.0,0.0,0.0,0.0,73368.0,0.0,0.0,-2762.0,358.0,3120.0,4.5,34.0,-0.4,0.0,0.0,0.0,0.0,1879.1015625,1637.34106445,False,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-05-08,Mon,Away,Southampton,Nott'ham Forest,Gavin-Bazunu,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,3,4,0.0,0.0,35,Gavin-Bazunu,Gavin-Bazunu,Southampton,Nott'm Forest,Gavin Bazunu,GK,0.0,0.0,0.0,0.0,0.0,422.0,347.0,0.0,0.0,0.0,0.0,2023-05-08T19:00:00Z,0.0,0.0,0.0,0.0,0.0,72394.0,0.0,0.0,-1381.0,615.0,1996.0,4.4,35.0,-0.1,0.0,0.0,0.0,0.0,1638.57336426,1634.20202637,False,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-05-13,Sat,Home,Southampton,Fulham,Gavin-Bazunu,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,0,2,0.0,1.0,36,Gavin-Bazunu,Gavin-Bazunu,Southampton,Fulham,Gavin Bazunu,GK,0.0,0.0,0.0,0.0,0.0,422.0,360.0,0.0,0.0,0.0,0.0,2023-05-13T14:00:00Z,0.0,0.0,0.0,0.0,0.0,71480.0,0.0,0.0,-1002.0,289.0,1291.0,4.4,36.0,0.0,0.0,0.0,0.0,0.0,1726.52331543,1628.35424805,False,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-05-21,Sun,Away,Southampton,Brighton,Gavin-Bazunu,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,1,3,0.0,0.0,37,Gavin-Bazunu,Gavin-Bazunu,Southampton,Brighton,Gavin Bazunu,GK,0.0,0.0,0.0,0.0,0.0,422.0,362.0,0.0,0.0,0.0,0.0,2023-05-21T13:00:00Z,0.0,0.0,0.0,0.0,0.0,70364.0,0.0,0.0,-1058.0,257.0,1315.0,4.4,37.0,-0.5,0.0,0.0,0.0,0.0,1825.50732422,1623.57653809,False,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2023-05-28,Sun,Home,Southampton,Liverpool,Gavin-Bazunu,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,D,4,4,0.0,1.0,38,Gavin-Bazunu,Gavin-Bazunu,Southampton,Liverpool,Gavin Bazunu,GK,0.0,0.0,0.0,0.0,0.0,422.0,380.0,0.0,0.0,0.0,0.0,2023-05-28T15:30:00Z,0.0,0.0,0.0,0.0,0.0,69661.0,0.0,0.0,-774.0,284.0,1058.0,4.4,38.0,-1.0,0.0,0.0,0.0,0.0,1953.15356445,1619.77734375,False,Gavin Bazunu,Ireland  Nigeria,Goalkeeper,False,0
2021-08-22,Sun,Away,Chelsea,Arsenal,Hakim-Ziyech,N,AM,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,6.0,33.3,0.0,7.0,2.0,0.0,0.0,2021-22,W,2,0,1.0,0.0,2,Hakim-Ziyech,Hakim-Ziyech,Chelsea,Arsenal,Hakim Ziyech,MID,0.0,0.0,2.0,0.0,6.3,131.0,18.0,0.0,0.0,1.8,0.0,2021-08-22T15:30:00Z,8.0,0.0,0.0,0.0,0.0,21629.0,12.0,1.0,-17422.0,840.0,18262.0,7.4,2.0,,,,,,1848.2734375,1926.94848633,True,Hakim Ziyech,Morocco  Netherlands,Attack,False,0
2021-08-28,Sat,Away,Chelsea,Liverpool,Hakim-Ziyech,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,D,1,1,0.0,0.0,3,Hakim-Ziyech,Hakim-Ziyech,Chelsea,Liverpool,Hakim Ziyech,MID,0.0,0.0,0.0,0.0,0.0,131.0,23.0,0.0,0.0,0.0,0.0,2021-08-28T16:30:00Z,0.0,0.0,0.0,0.0,0.0,24959.0,0.0,0.0,-429.0,3883.0,4312.0,7.4,3.0,,,,,,1948.56152344,1937.578125,False,Hakim Ziyech,Morocco  Netherlands,Attack,False,0
2021-09-11,Sat,Home,Chelsea,Aston Villa,Hakim-Ziyech,Y,AM,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,61.0,3.0,2.0,2.0,0.0,0.0,0.1,3.0,0.0,27.0,46.0,58.7,4.0,36.0,2.0,1.0,1.0,2021-22,W,3,0,1.0,1.0,4,Hakim-Ziyech,Hakim-Ziyech,Chelsea,Aston Villa,Hakim Ziyech,MID,0.0,0.0,11.0,1.0,24.7,131.0,33.0,0.0,0.0,6.4,18.8,2021-09-11T16:30:00Z,90.0,0.0,0.0,0.0,0.0,28303.0,20.0,3.0,-991.0,5794.0,6785.0,7.4,4.0,,,,,,1745.4967041,1938.49182129,True,Hakim Ziyech,Morocco  Netherlands,Attack,False,0
