Date,Day,Venue,Team,Opponent,Name,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,T_att,T_succ,Season,WDL,Team_score,Opp_score,Team_CS,Was_home,GW,Clean_name,FPL_name,FPL_team,FPL_opp_team,Name_original,FPL_pos,FPL_ast,Bonus,Bps,Player_CS,Creativity,Element,Fixture,Player_GC,Goals_scored,ICT_index,Influence,Kickoff_time,FPL_min,Own_goals,Penalties_missed,Penalties_saved,Saves,Selected,Threat,FPL_points,Transfers_balance,Transfers_in,Transfers_out,Value,FPL_GW,xP,FPL_xA,FPL_xGI,FPL_xG,FPL_xGC,Opp_rating,Team_rating,Min_points,clean_name,citizenship,main_position,is_ramadan,days_into_ramadan
2023-03-04,Sat,Away,West Ham,Brighton,Angelo-Ogbonna,Y,CB,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,76.9,0.0,10.0,0.0,0.0,0.0,2022-23,L,0,4,0.0,0.0,26,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Brighton,Angelo Ogbonna,DEF,0.0,0.0,7.0,0.0,0.0,456.0,254.0,2.0,0.0,0.6,6.2,2023-03-04T15:00:00Z,68.0,0.0,0.0,0.0,0.0,10692.0,0.0,1.0,1341.0,1949.0,608.0,4.4,26.0,2.5,0.0,0.0,0.0,2.35,1809.08996582,1754.26806641,True,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-03-12,Sun,Home,West Ham,Aston Villa,Angelo-Ogbonna,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,D,1,1,0.0,1.0,27,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Aston Villa,Angelo Ogbonna,DEF,0.0,0.0,0.0,0.0,0.0,456.0,270.0,0.0,0.0,0.0,0.0,2023-03-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,9563.0,0.0,0.0,-1141.0,312.0,1453.0,4.4,27.0,2.0,0.0,0.0,0.0,0.0,1762.72497559,1750.40539551,False,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-04-02,Sun,Home,West Ham,Southampton,Angelo-Ogbonna,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,W,1,0,1.0,1.0,29,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Southampton,Angelo Ogbonna,DEF,0.0,0.0,0.0,0.0,0.0,456.0,290.0,0.0,0.0,0.0,0.0,2023-04-02T13:00:00Z,0.0,0.0,0.0,0.0,0.0,9171.0,0.0,0.0,76.0,377.0,301.0,4.4,29.0,0.0,0.0,0.0,0.0,0.0,1662.04260254,1754.73693848,False,Angelo Ogbonna,Italy  Nigeria,Defender,True,11
2023-04-05,Wed,Home,West Ham,Newcastle Utd,Angelo-Ogbonna,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,1,5,0.0,1.0,7,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Newcastle,Angelo Ogbonna,DEF,0.0,0.0,0.0,0.0,0.0,456.0,70.0,0.0,0.0,0.0,0.0,2023-04-05T19:00:00Z,0.0,0.0,0.0,0.0,0.0,9171.0,0.0,0.0,76.0,377.0,301.0,4.4,29.0,0.0,0.0,0.0,0.0,0.0,1857.84570312,1759.23278809,False,Angelo Ogbonna,Italy  Nigeria,Defender,True,14
2023-04-08,Sat,Away,West Ham,Fulham,Angelo-Ogbonna,Y,CB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,3.0,2.0,0.1,0.1,0.0,0.0,0.0,7.0,10.0,70.0,0.0,11.0,0.0,0.0,0.0,2022-23,W,1,0,1.0,0.0,30,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Fulham,Angelo Ogbonna,DEF,0.0,3.0,28.0,1.0,0.1,456.0,293.0,0.0,0.0,3.6,31.4,2023-04-08T14:00:00Z,90.0,0.0,0.0,0.0,0.0,8861.0,4.0,9.0,-309.0,83.0,392.0,4.4,30.0,3.0,0.0,0.08,0.08,0.68,1722.58276367,1745.20385742,True,Angelo Ogbonna,Italy  Nigeria,Defender,True,17
2023-04-23,Sun,Away,West Ham,Bournemouth,Angelo-Ogbonna,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,W,4,0,1.0,0.0,32,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Bournemouth,Angelo Ogbonna,DEF,0.0,0.0,0.0,0.0,0.0,456.0,312.0,0.0,0.0,0.0,0.0,2023-04-23T13:00:00Z,0.0,0.0,0.0,0.0,0.0,9052.0,0.0,0.0,-547.0,70.0,617.0,4.4,32.0,1.7,0.0,0.0,0.0,0.0,1674.96496582,1759.92858887,False,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-04-26,Wed,Home,West Ham,Liverpool,Angelo-Ogbonna,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,1,2,0.0,1.0,33,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Liverpool,Angelo Ogbonna,DEF,0.0,0.0,0.0,0.0,0.0,456.0,326.0,0.0,0.0,0.0,0.0,2023-04-26T18:45:00Z,0.0,0.0,0.0,0.0,0.0,8904.0,0.0,0.0,-180.0,52.0,232.0,4.4,33.0,1.0,0.0,0.0,0.0,0.0,1931.59973145,1774.06677246,False,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-04-29,Sat,Away,West Ham,Crystal Palace,Angelo-Ogbonna,N,CB,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,27.0,66.7,1.0,15.0,0.0,0.0,0.0,2022-23,L,3,4,0.0,0.0,34,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Crystal Palace,Angelo Ogbonna,DEF,0.0,0.0,7.0,0.0,0.5,456.0,335.0,3.0,0.0,0.7,4.8,2023-04-29T11:30:00Z,71.0,0.0,0.0,0.0,0.0,8922.0,2.0,1.0,-42.0,183.0,225.0,4.4,34.0,2.2,0.0,0.0,0.0,2.01,1744.765625,1768.85229492,True,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-05-03,Wed,Away,West Ham,Manchester City,Angelo-Ogbonna,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,74.2,0.0,24.0,0.0,0.0,0.0,2022-23,L,0,3,0.0,0.0,28,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Man City,Angelo Ogbonna,DEF,0.0,0.0,12.0,0.0,0.7,456.0,277.0,3.0,0.0,2.5,24.0,2023-05-03T19:00:00Z,90.0,0.0,0.0,0.0,0.0,8922.0,0.0,1.0,-42.0,183.0,225.0,4.4,34.0,2.2,0.0,0.0,0.0,2.32,2069.55444336,1761.3293457,True,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-05-07,Sun,Home,West Ham,Manchester Utd,Angelo-Ogbonna,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,39.0,84.6,3.0,24.0,0.0,0.0,0.0,2022-23,W,1,0,1.0,1.0,35,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Man Utd,Angelo Ogbonna,DEF,0.0,0.0,25.0,1.0,0.8,456.0,349.0,0.0,0.0,1.4,13.0,2023-05-07T18:00:00Z,90.0,0.0,0.0,0.0,0.0,9098.0,0.0,6.0,160.0,338.0,178.0,4.4,35.0,1.3,0.0,0.0,0.0,1.19,1852.83996582,1758.77429199,True,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-05-14,Sun,Away,West Ham,Brentford,Angelo-Ogbonna,Y*,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,30.0,34.0,88.2,2.0,19.0,0.0,0.0,0.0,2022-23,L,0,2,0.0,0.0,36,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Brentford,Angelo Ogbonna,DEF,0.0,0.0,17.0,0.0,10.5,456.0,353.0,2.0,0.0,3.6,25.0,2023-05-14T13:00:00Z,90.0,0.0,0.0,0.0,0.0,9299.0,0.0,1.0,158.0,466.0,308.0,4.4,36.0,0.0,0.0,0.0,0.0,3.62,1782.35986328,1770.97094727,True,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-05-21,Sun,Home,West Ham,Leeds United,Angelo-Ogbonna,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,46.0,78.3,1.0,27.0,0.0,0.0,0.0,2022-23,W,3,1,0.0,1.0,37,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Leeds,Angelo Ogbonna,DEF,0.0,0.0,12.0,0.0,0.2,456.0,369.0,1.0,0.0,2.0,19.8,2023-05-21T12:30:00Z,90.0,0.0,0.0,0.0,0.0,9481.0,0.0,2.0,138.0,353.0,215.0,4.4,37.0,2.2,0.0,0.0,0.0,0.9,1674.14050293,1773.10632324,True,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2023-05-28,Sun,Away,West Ham,Leicester City,Angelo-Ogbonna,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,L,1,2,0.0,0.0,38,Angelo-Ogbonna,Angelo-Ogbonna,West Ham,Leicester,Angelo Ogbonna,DEF,0.0,0.0,0.0,0.0,0.0,456.0,378.0,0.0,0.0,0.0,0.0,2023-05-28T15:30:00Z,0.0,0.0,0.0,0.0,0.0,9819.0,0.0,0.0,274.0,469.0,195.0,4.4,38.0,1.8,0.0,0.0,0.0,0.0,1716.05786133,1779.31237793,False,Angelo Ogbonna,Italy  Nigeria,Defender,False,0
2021-12-05,Sun,Home,Manchester Utd,Crystal Palace,Anthony-Elanga,N,FW,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,4.0,1.0,0.0,0.0,2021-22,W,1,0,1.0,1.0,15,Anthony-Elanga,Anthony-Elanga,Man Utd,Crystal Palace,Anthony Elanga,MID,0.0,0.0,2.0,0.0,0.8,512.0,144.0,0.0,0.0,0.1,0.4,2021-12-05T14:00:00Z,14.0,0.0,0.0,0.0,0.0,1510.0,0.0,1.0,-9.0,22.0,31.0,4.8,15.0,,,,,,1731.09240723,1892.92932129,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2021-12-11,Sat,Away,Manchester Utd,Norwich City,Anthony-Elanga,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,W,1,0,1.0,0.0,16,Anthony-Elanga,Anthony-Elanga,Man Utd,Norwich City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876.81396484,False,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2021-12-27,Mon,Away,Manchester Utd,Newcastle Utd,Anthony-Elanga,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,D,1,1,0.0,0.0,19,Anthony-Elanga,Anthony-Elanga,Man Utd,Newcastle,Anthony Elanga,MID,0.0,0.0,0.0,0.0,0.0,512.0,186.0,0.0,0.0,0.0,0.0,2021-12-27T20:00:00Z,0.0,0.0,0.0,0.0,0.0,1734.0,0.0,0.0,9.0,68.0,59.0,4.8,19.0,,,,,,1661.52038574,1880.02392578,False,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2021-12-30,Thu,Home,Manchester Utd,Burnley,Anthony-Elanga,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,W,3,1,0.0,1.0,20,Anthony-Elanga,Anthony-Elanga,Man Utd,Burnley,Anthony Elanga,MID,0.0,0.0,0.0,0.0,0.0,512.0,198.0,0.0,0.0,0.0,0.0,2021-12-30T20:15:00Z,0.0,0.0,0.0,0.0,0.0,1735.0,0.0,0.0,4.0,33.0,29.0,4.8,20.0,,,,,,1691.05090332,1875.31396484,False,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-01-03,Mon,Home,Manchester Utd,Wolves,Anthony-Elanga,N,WB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,2021-22,L,0,1,0.0,1.0,21,Anthony-Elanga,Anthony-Elanga,Man Utd,Wolves,Anthony Elanga,MID,0.0,0.0,5.0,0.0,1.3,512.0,208.0,0.0,0.0,0.3,2.0,2022-01-03T17:30:00Z,6.0,0.0,0.0,0.0,0.0,1685.0,0.0,1.0,-36.0,16.0,52.0,4.8,21.0,,,,,,1745.51794434,1879.7199707,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-01-15,Sat,Away,Manchester Utd,Aston Villa,Anthony-Elanga,Y,LW,77.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,36.0,1.0,1.0,2.0,0.4,0.4,0.0,0.0,0.0,20.0,23.0,87.0,0.0,20.0,4.0,5.0,2.0,2021-22,D,2,2,0.0,0.0,22,Anthony-Elanga,Anthony-Elanga,Man Utd,Aston Villa,Anthony Elanga,MID,0.0,0.0,3.0,0.0,2.8,512.0,211.0,1.0,0.0,4.7,2.4,2022-01-15T17:30:00Z,77.0,0.0,0.0,0.0,0.0,1901.0,42.0,2.0,87.0,210.0,123.0,4.8,22.0,,,,,,1732.35644531,1867.34790039,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-01-19,Wed,Away,Manchester Utd,Brentford,Anthony-Elanga,Y,LW,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,27.0,35.0,77.1,1.0,21.0,1.0,4.0,1.0,2021-22,W,3,1,0.0,0.0,17,Anthony-Elanga,Anthony-Elanga,Man Utd,Brentford,Anthony Elanga,MID,0.0,0.0,27.0,0.0,14.0,512.0,162.0,1.0,1.0,8.7,35.8,2022-01-19T20:00:00Z,90.0,0.0,0.0,0.0,0.0,1901.0,37.0,7.0,87.0,210.0,123.0,4.8,22.0,,,,,,1670.02429199,1864.61083984,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-01-22,Sat,Home,Manchester Utd,West Ham,Anthony-Elanga,Y,LW,61.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,1.0,0.0,1.0,0.1,0.1,0.1,1.0,0.0,18.0,25.0,72.0,1.0,18.0,1.0,2.0,1.0,2021-22,W,1,0,1.0,1.0,23,Anthony-Elanga,Anthony-Elanga,Man Utd,West Ham,Anthony Elanga,MID,0.0,0.0,7.0,1.0,17.6,512.0,228.0,0.0,0.0,5.4,8.0,2022-01-22T15:00:00Z,61.0,0.0,0.0,0.0,0.0,12321.0,28.0,3.0,9807.0,10819.0,1012.0,4.8,23.0,,,,,,1811.42956543,1870.61242676,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-02-08,Tue,Away,Manchester Utd,Burnley,Anthony-Elanga,N,RW,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,4.0,5.0,80.0,1.0,4.0,1.0,1.0,0.0,2021-22,D,1,1,0.0,0.0,24,Anthony-Elanga,Anthony-Elanga,Man Utd,Burnley,Anthony Elanga,MID,0.0,0.0,4.0,0.0,14.6,512.0,233.0,0.0,0.0,1.9,4.2,2022-02-08T20:00:00Z,5.0,0.0,0.0,0.0,0.0,32559.0,0.0,1.0,19953.0,26738.0,6785.0,4.8,24.0,,,,,,1681.25219727,1876.06982422,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-02-12,Sat,Home,Manchester Utd,Southampton,Anthony-Elanga,N,AM,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,1.0,7.0,0.0,0.0,0.0,2021-22,D,1,1,0.0,1.0,25,Anthony-Elanga,Anthony-Elanga,Man Utd,Southampton,Anthony Elanga,MID,0.0,0.0,3.0,0.0,0.8,512.0,246.0,0.0,0.0,0.1,0.4,2022-02-12T12:30:00Z,14.0,0.0,0.0,0.0,0.0,36486.0,0.0,1.0,4093.0,10635.0,6542.0,4.8,25.0,,,,,,1727.38696289,1871.86975098,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-02-15,Tue,Home,Manchester Utd,Brighton,Anthony-Elanga,Y,RW,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,24.0,87.5,0.0,19.0,2.0,1.0,1.0,2021-22,W,2,0,1.0,1.0,18,Anthony-Elanga,Anthony-Elanga,Man Utd,Brighton,Anthony Elanga,MID,0.0,0.0,9.0,1.0,4.4,512.0,174.0,0.0,0.0,1.5,3.6,2022-02-15T20:15:00Z,79.0,0.0,0.0,0.0,0.0,36486.0,7.0,3.0,4093.0,10635.0,6542.0,4.8,25.0,,,,,,1753.69421387,1866.94763184,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-02-20,Sun,Away,Manchester Utd,Leeds United,Anthony-Elanga,N,"RW,RM",24.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,17.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,6.0,11.0,54.5,0.0,8.0,0.0,1.0,0.0,2021-22,W,4,2,0.0,0.0,26,Anthony-Elanga,Anthony-Elanga,Man Utd,Leeds,Anthony Elanga,MID,0.0,0.0,18.0,0.0,0.8,512.0,255.0,0.0,1.0,8.1,42.0,2022-02-20T14:00:00Z,23.0,0.0,0.0,0.0,0.0,27986.0,38.0,6.0,-6106.0,2608.0,8714.0,4.8,26.0,,,,,,1726.0715332,1876.5456543,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-02-26,Sat,Home,Manchester Utd,Watford,Anthony-Elanga,Y,RW,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,61.0,2.0,1.0,1.0,0.6,0.6,0.7,1.0,0.0,32.0,47.0,68.1,4.0,35.0,6.0,3.0,1.0,2021-22,D,0,0,1.0,1.0,27,Anthony-Elanga,Anthony-Elanga,Man Utd,Watford,Anthony Elanga,MID,0.0,0.0,10.0,1.0,26.4,512.0,268.0,0.0,0.0,5.6,5.8,2022-02-26T15:00:00Z,90.0,0.0,0.0,0.0,0.0,95260.0,24.0,3.0,19541.0,21965.0,2424.0,4.8,27.0,,,,,,1625.77758789,1887.39013672,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-03-06,Sun,Away,Manchester Utd,Manchester City,Anthony-Elanga,Y,RW,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,27.0,88.9,4.0,26.0,2.0,4.0,1.0,2021-22,L,1,4,0.0,0.0,28,Anthony-Elanga,Anthony-Elanga,Man Utd,Man City,Anthony Elanga,MID,0.0,0.0,4.0,0.0,2.5,512.0,275.0,2.0,0.0,1.6,9.8,2022-03-06T16:30:00Z,63.0,0.0,0.0,0.0,0.0,48055.0,4.0,2.0,-258.0,10060.0,10318.0,4.8,28.0,,,,,,2021.80493164,1880.33569336,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-03-12,Sat,Home,Manchester Utd,Tottenham,Anthony-Elanga,N,"LW,LM",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,4.0,0.0,0.0,0.0,2021-22,W,3,2,0.0,1.0,29,Anthony-Elanga,Anthony-Elanga,Man Utd,Spurs,Anthony Elanga,MID,0.0,0.0,3.0,0.0,1.3,512.0,288.0,1.0,0.0,0.5,3.2,2022-03-12T17:30:00Z,22.0,0.0,0.0,0.0,0.0,51406.0,0.0,1.0,1334.0,9620.0,8286.0,4.8,29.0,,,,,,1815.64990234,1874.42700195,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-04-02,Sat,Home,Manchester Utd,Leicester City,Anthony-Elanga,Y,RW,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,23.0,35.0,65.7,1.0,31.0,1.0,3.0,1.0,2021-22,D,1,1,0.0,1.0,31,Anthony-Elanga,Anthony-Elanga,Man Utd,Leicester,Anthony Elanga,MID,0.0,0.0,7.0,0.0,3.7,512.0,307.0,1.0,0.0,3.8,6.4,2022-04-02T16:30:00Z,90.0,0.0,0.0,0.0,0.0,48690.0,28.0,2.0,921.0,5479.0,4558.0,4.8,31.0,,,,,,1785.29333496,1868.38134766,True,Anthony Elanga,Sweden  Cameroon,Attack,True,1
2022-04-09,Sat,Away,Manchester Utd,Everton,Anthony-Elanga,N,LW,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,46.2,0.0,11.0,1.0,1.0,0.0,2021-22,L,0,1,0.0,0.0,32,Anthony-Elanga,Anthony-Elanga,Man Utd,Everton,Anthony Elanga,MID,0.0,0.0,1.0,0.0,0.8,512.0,314.0,0.0,0.0,0.7,0.0,2022-04-09T11:30:00Z,26.0,0.0,0.0,0.0,0.0,49515.0,6.0,1.0,812.0,5238.0,4426.0,4.8,32.0,,,,,,1679.79248047,1861.16418457,True,Anthony Elanga,Sweden  Cameroon,Attack,True,8
2022-04-16,Sat,Home,Manchester Utd,Norwich City,Anthony-Elanga,Y,"RW,RB",90.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,4.0,0.0,0.0,0.1,0.1,0.9,7.0,4.0,48.0,53.0,90.6,3.0,39.0,4.0,1.0,1.0,2021-22,W,3,2,0.0,1.0,33,Anthony-Elanga,Anthony-Elanga,Man Utd,Norwich City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859.23815918,True,Anthony Elanga,Sweden  Cameroon,Attack,True,15
2022-04-19,Tue,Away,Manchester Utd,Liverpool,Anthony-Elanga,Y,"AM,RW",83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,2.0,2.0,0.1,0.1,0.0,1.0,0.0,16.0,23.0,69.6,0.0,19.0,2.0,1.0,1.0,2021-22,L,0,4,0.0,0.0,30,Anthony-Elanga,Anthony-Elanga,Man Utd,Liverpool,Anthony Elanga,MID,0.0,0.0,8.0,0.0,6.3,512.0,294.0,3.0,0.0,2.0,3.4,2022-04-19T19:00:00Z,83.0,0.0,0.0,0.0,0.0,52225.0,10.0,2.0,2627.0,8437.0,5810.0,4.8,33.0,,,,,,2044.45617676,1861.60595703,True,Anthony Elanga,Sweden  Cameroon,Attack,True,18
2022-04-23,Sat,Away,Manchester Utd,Arsenal,Anthony-Elanga,Y,RW,76.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,24.0,0.0,0.0,3.0,0.2,0.2,0.0,1.0,0.0,12.0,13.0,92.3,1.0,13.0,0.0,0.0,0.0,2021-22,L,1,3,0.0,0.0,34,Anthony-Elanga,Anthony-Elanga,Man Utd,Arsenal,Anthony Elanga,MID,0.0,0.0,1.0,0.0,2.5,512.0,331.0,3.0,0.0,4.1,10.4,2022-04-23T11:30:00Z,76.0,0.0,0.0,0.0,0.0,119463.0,28.0,2.0,60077.0,66040.0,5963.0,4.8,34.0,,,,,,1866.26599121,1855.44787598,True,Anthony Elanga,Sweden  Cameroon,Attack,True,22
2022-04-28,Thu,Home,Manchester Utd,Chelsea,Anthony-Elanga,Y,"RW,LM",89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,80.0,0.0,16.0,1.0,2.0,1.0,2021-22,D,1,1,0.0,1.0,37,Anthony-Elanga,Anthony-Elanga,Man Utd,Chelsea,Anthony Elanga,MID,0.0,0.0,7.0,0.0,2.6,512.0,364.0,1.0,0.0,1.6,3.2,2022-04-28T18:45:00Z,90.0,0.0,0.0,0.0,0.0,119463.0,10.0,2.0,60077.0,66040.0,5963.0,4.8,34.0,,,,,,1930.65161133,1847.71203613,True,Anthony Elanga,Sweden  Cameroon,Attack,True,27
2022-05-02,Mon,Home,Manchester Utd,Brentford,Anthony-Elanga,Y,RW,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,1.0,28.0,35.0,80.0,0.0,26.0,0.0,1.0,0.0,2021-22,W,3,0,1.0,1.0,35,Anthony-Elanga,Anthony-Elanga,Man Utd,Brentford,Anthony Elanga,MID,1.0,0.0,19.0,1.0,14.8,512.0,344.0,0.0,0.0,3.3,16.6,2022-05-02T19:00:00Z,74.0,0.0,0.0,0.0,0.0,108615.0,2.0,6.0,-4643.0,10828.0,15471.0,4.8,35.0,,,,,,1723.95263672,1845.56469727,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
2022-05-07,Sat,Away,Manchester Utd,Brighton,Anthony-Elanga,Y,RW,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,1.0,7.0,14.3,1.0,7.0,0.0,0.0,0.0,2021-22,L,0,4,0.0,0.0,36,Anthony-Elanga,Anthony-Elanga,Man Utd,Brighton,Anthony Elanga,MID,0.0,0.0,6.0,0.0,10.3,512.0,353.0,1.0,0.0,1.6,3.2,2022-05-07T16:30:00Z,45.0,0.0,0.0,0.0,0.0,87329.0,2.0,1.0,-18531.0,10134.0,28665.0,4.8,36.0,,,,,,1731.90100098,1842.86743164,True,Anthony Elanga,Sweden  Cameroon,Attack,False,0
