player_id,player_name,citizenship,position,main_position
1000152,Sodick Adejumo (1000152),France  Nigeria,Midfield - Defensive Midfield,Midfield
1000161,Lenny Stoltz (1000161),France  Tunisia,Attack - Centre-Forward,Attack
100012,Liridon Osmanaj (100012),Slovenia  Albania,Attack - Centre-Forward,Attack
100071,Mourad El-Othmani (100071),Morocco,Defender - Right-Back,Defender
100079,,Morocco  France,Midfield,Midfield
100080,,France  Morocco,Midfield,Midfield
10013,Dele Adebola (10013),Nigeria,Attack - Centre-Forward,Attack
1001546,Jerome Kortebusch (1001546),Germany  Nigeria,Defender - Right-Back,Defender
1001581,Ilan Bacha (1001581),France  Algeria,Midfield - Defensive Midfield,Midfield
1001578,Dean Vranici (1001578),Albania  Italy,Midfield - Attacking Midfield,Midfield
1001787,Mactar Tine (1001787),Senegal,Midfield - Central Midfield,Midfield
1001784,Anis Ouchouache (1001784),France  Algeria,Defender - Centre-Back,Defender
1001797,Lassana Diabaté (1001797),France  Mali,Goalkeeper,Goalkeeper
1001817,Edmilson Mendes (1001817),Guinea-Bissau,Attack - Centre-Forward,Attack
1001854,Kanayo Megwa (1001854),England  Nigeria,Defender - Right-Back,Defender
10024,Yazid Mansouri (10024),Algeria  France,Midfield - Central Midfield,Midfield
1003166,Ekerette Udom (1003166),Nigeria,Defender - Centre-Back,Defender
1003546,Mark Ugboh (1003546),Nigeria,Goalkeeper,Goalkeeper
1003547,Obule Moses (1003547),Nigeria,Attack - Left Winger,Attack
1004035,Shayan Soltanzadeh (1004035),Canada  Iran,Defender - Right-Back,Defender
1004048,Emenike Nwogu (1004048),Nigeria,Midfield,Midfield
1004261,Mustafa Adigüzel (1004261),France  Türkiye,Goalkeeper,Goalkeeper
1004253,Joseph Farouz (1004253),Egypt  United States,Midfield - Attacking Midfield,Midfield
1004346,Pape Führer (1004346),Senegal  France,Midfield - Attacking Midfield,Midfield
1004347,Ahmed Djime (1004347),France  Cameroon,Defender - Centre-Back,Defender
1004344,Ali Dembélé (1004344),France  Mali,Defender - Right-Back,Defender
1004478,Yanis Rafii (1004478),France  Morocco,Attack - Centre-Forward,Attack
1004479,Zoumana Diallo (1004479),France  Mali,Attack - Centre-Forward,Attack
1004619,Dehmaine Tabibou (1004619),France  Comoros,Midfield - Central Midfield,Midfield
1004608,Malang Gomes (1004608),France  Senegal,Midfield - Defensive Midfield,Midfield
1004609,Abdoulaye Camara (1004609),France  Guinea,Attack - Right Winger,Attack
1004834,George Ilenikhena (1004834),Nigeria  France,Attack - Centre-Forward,Attack
1004983,Elhad Boinali (1004983),Comoros  France,Midfield,Midfield
1005152,Samuel Oti (1005152),Nigeria,Defender - Centre-Back,Defender
1005239,Philippe Lanquetin (1005239),France  Tunisia,Defender - Centre-Back,Defender
1005288,Stéphane Tchangodei (1005288),France  Tunisia,Midfield - Attacking Midfield,Midfield
1005529,Keba Sylla (1005529),France  Senegal,Attack - Centre-Forward,Attack
100557,Mehmet Çolak (100557),Türkiye,Defender - Centre-Back,Defender
1005943,Bourama Koné (1005943),Mali,Attack,Attack
100628,Flamur Kastrati (100628),Kosovo,Attack - Centre-Forward,Attack
1006411,Jaydee Canvot (1006411),France  Senegal,Defender - Centre-Back,Defender
1006410,Noa Kotto Kotto Mouyema (1006410),France  Cameroon,Attack - Centre-Forward,Attack
1006896,Cemil Kandemir (1006896),Türkiye,Midfield,Midfield
1006888,Cristian Boateng (1006888),Spain  Equatorial Guinea,Midfield - Central Midfield,Midfield
1006923,Adil Lechkar (1006923),Netherlands  Morocco,Midfield - Right Midfield,Midfield
1007184,Sebastian Alabay (1007184),Türkiye  Italy,Attack - Centre-Forward,Attack
1007138,Sami Jalal (1007138),Denmark  Tunisia,Attack - Left Winger,Attack
1008154,Gökhan Bulut (1008154),Türkiye,Defender - Right-Back,Defender
1008031,Abdurrahman Üresin (1008031),Türkiye,Defender - Right-Back,Defender
1008165,Suat Vatansever (1008165),Türkiye,Midfield - Central Midfield,Midfield
1008000,Giulio Dema (1008000),Italy  Albania,Midfield - Defensive Midfield,Midfield
1008738,Khadim Dieng (1008738),Senegal,Attack - Centre-Forward,Attack
1008877,Fabrice Tamba (1008877),Senegal,Attack - Right Winger,Attack
1009222,Görkem Altun (1009222),Türkiye,Defender - Centre-Back,Defender
1009265,Firas Rassaa (1009265),France  Tunisia,Midfield,Midfield
1009300,Berkay Aydoğmuş (1009300),Türkiye,Midfield - Central Midfield,Midfield
1009496,Ante Susak (1009496),Croatia  Bosnia-Herzegovina,Defender - Left-Back,Defender
1009766,David Otorbi (1009766),Spain  Nigeria,Attack - Right Winger,Attack
101,Igli Tare (101),Albania  Italy,Attack - Centre-Forward,Attack
1010043,Djebril Danhach (1010043),France  Morocco,Attack,Attack
101015,Lassad Nouioui (101015),Tunisia  France,Attack - Centre-Forward,Attack
1010150,Adam Bakoune (1010150),Italy  Morocco,Defender - Right-Back,Defender
1010426,Ibrahim Bamba (1010426),Mali,Defender - Right-Back,Defender
1010477,Melih Alibayraktaroglu (1010477),France  Türkiye,Goalkeeper,Goalkeeper
1010640,Adrian Wibowo (1010640),Indonesia  United States,Attack - Right Winger,Attack
1010818,Sahmkou Camara (1010818),Guinea  France,Defender - Centre-Back,Defender
1010814,Mahdi El Makhfi (1010814),France  Morocco,Goalkeeper,Goalkeeper
1010841,Ayoub Khadraoui (1010841),France  Morocco,Midfield,Midfield
1010855,Aboubacar Ali (1010855),Comoros  France,Attack - Left Winger,Attack
1010854,Mathis Amougou (1010854),France  Cameroon,Midfield - Central Midfield,Midfield
1011214,Furkan Malak (1011214),Türkiye,Midfield - Central Midfield,Midfield
1011208,Mertcan Koç (1011208),Türkiye,Defender - Centre-Back,Defender
1011207,Emre Özsarı (1011207),Türkiye,Midfield - Defensive Midfield,Midfield
1011152,Trevan Sanusi (1011152),England  Nigeria,Attack - Left Winger,Attack
1011260,Mohamed Ghorzi (1011260),France  Algeria,Midfield - Right Midfield,Midfield
1011316,Gabriel Palmero (1011316),Malaysia  Spain,Defender - Left-Back,Defender
1011389,Mory Konaré (1011389),Mali,Defender,Defender
101146,Mohamed Konaté (101146),France  Mali,Defender,Defender
10119,Osman Kurtuldu (10119),Türkiye,Goalkeeper,Goalkeeper
10118,Aykut Erçetin (10118),Türkiye  Germany,Goalkeeper,Goalkeeper
1011934,Hasan Bulut (1011934),Türkiye  Belgium,Midfield - Central Midfield,Midfield
10121,Orhan Şam (10121),Türkiye,Defender - Right-Back,Defender
101213,Pedro Obiang (101213),Equatorial Guinea  Spain,Midfield - Central Midfield,Midfield
10120,Bülent Karaman (10120),Türkiye,Attack - Centre-Forward,Attack
10122,Baki Mercimek (10122),Türkiye  Netherlands,Defender - Centre-Back,Defender
1012534,Yankuba Minteh (1012534),The Gambia,Attack - Right Winger,Attack
10127,Orhan Alemdar (10127),Türkiye,Midfield - Attacking Midfield,Midfield
1012708,Osman Kamara (1012708),Sierra Leone  England,Attack - Left Winger,Attack
1012921,Moussa Camara (1012921),France  Guinea,Defender - Centre-Back,Defender
10128,Mehmet Al (10128),Türkiye,Attack - Left Winger,Attack
10130,Mehmet Öncan (10130),Türkiye,Midfield - Attacking Midfield,Midfield
10132,Serkan Özsoy (10132),Türkiye,Defender - Centre-Back,Defender
1013118,Galip Kaan Zorba (1013118),Türkiye,Goalkeeper,Goalkeeper
1013127,Kemal Aras (1013127),Türkiye,Midfield,Midfield
10133,İnanç Gültekin (10133),Türkiye,Midfield - Right Midfield,Midfield
10134,Celaleddin Koçak (10134),Türkiye  Germany,Defender - Left-Back,Defender
10135,Pini Balili (10135),Israel  Türkiye,Attack - Centre-Forward,Attack
1013774,Marciano Sanca (1013774),Guinea-Bissau,Attack - Centre-Forward,Attack
10138,Musa Büyük (10138),Türkiye,Defender - Right-Back,Defender
10141,Göksel Akıncı (10141),Türkiye,Defender - Right-Back,Defender
10139,Güven Varol (10139),Türkiye,Midfield - Right Midfield,Midfield
1014361,Furkan Söyler (1014361),Türkiye,Midfield - Defensive Midfield,Midfield
10143,Umut Bulut (10143),Türkiye,Attack - Centre-Forward,Attack
10150,Ömer Riza (10150),England  Türkiye,Attack - Second Striker,Attack
10152,Çağdaş Atan (10152),Türkiye,Defender - Centre-Back,Defender
1015364,Aboubacar Keita (1015364),Guinea,Attack - Right Winger,Attack
1015607,Alper Efe Pazar (1015607),Türkiye,Midfield - Central Midfield,Midfield
1015497,Kaan Sarman (1015497),Türkiye,Goalkeeper,Goalkeeper
1015619,Ahmed Abdullahi (1015619),Nigeria,Attack - Centre-Forward,Attack
1015612,Daniel Daga (1015612),Nigeria,Midfield - Central Midfield,Midfield
1015822,Eman Kospo (1015822),Bosnia-Herzegovina  Switzerland,Defender - Centre-Back,Defender
1016138,Yamin Maouchi (1016138),France  Algeria,Attack - Right Winger,Attack
1016175,Muhammet Fatih Karasu (1016175),Türkiye,Midfield - Defensive Midfield,Midfield
1016176,Yunus Emre Yılmaz (1016176),Türkiye,Defender - Left-Back,Defender
1016315,Arvin Davoudi-Kia (1016315),Sweden  Iran,Defender - Left-Back,Defender
1016253,Efe Akman (1016253),Türkiye,Midfield - Defensive Midfield,Midfield
1016375,Amin Al-Hamawi (1016375),Iraq  Sweden,Attack - Centre-Forward,Attack
1016333,Esosa Ugiagbe (1016333),France  Nigeria,Midfield - Defensive Midfield,Midfield
1016519,Talha Garip (1016519),Türkiye,Defender - Centre-Back,Defender
1016520,Muhammet Emir Ulusoy (1016520),Türkiye,Defender - Left-Back,Defender
1016557,Chinonso Chibueze (1016557),England  Nigeria,Attack - Right Winger,Attack
1016615,Idriss Sima (1016615),Mali  France,Defender - Left-Back,Defender
1017261,Amin Chiakha (1017261),Algeria  Denmark,Attack - Centre-Forward,Attack
1017408,Arda Göroğlu (1017408),Türkiye,Midfield - Defensive Midfield,Midfield
1017409,Ahmet Çağrı Çolak (1017409),Türkiye,Midfield - Central Midfield,Midfield
1017410,Hasan Turhan Türker (1017410),Türkiye,Attack - Centre-Forward,Attack
10177,Tamer Coşkun (10177),Türkiye,Goalkeeper,Goalkeeper
1017551,Bedirhan Çetin (1017551),Türkiye,Defender - Centre-Back,Defender
1017772,Samet Bozkurt (1017772),Türkiye,Attack - Right Winger,Attack
1017615,Yusuf Efe Yaman (1017615),Türkiye,Attack - Centre-Forward,Attack
1017774,Yusuf Sertkaya (1017774),Türkiye,Midfield - Defensive Midfield,Midfield
1017773,Barış Yildirim (1017773),Türkiye,Defender - Left-Back,Defender
1017775,Mustafa Genç (1017775),Türkiye,Attack - Left Winger,Attack
1017776,Seçkin Batuhan Fırıncı (1017776),Türkiye,Attack - Centre-Forward,Attack
101817,Aliou Dia (101817),France  Mali,Defender - Right-Back,Defender
1018259,Gift Orban (1018259),Nigeria  Togo,Attack - Centre-Forward,Attack
10184,Mesut Özkaya (10184),Türkiye,Midfield - Central Midfield,Midfield
1018588,Celal Bozkurt (1018588),France  Türkiye,Attack - Centre-Forward,Attack
1018553,Ahmad Rekkab (1018553),Sweden  Algeria,Midfield,Midfield
1018617,Ivo Candé (1018617),Portugal  Guinea-Bissau,Midfield - Central Midfield,Midfield
1018669,Wail Essafiani (1018669),France  Morocco,Midfield - Defensive Midfield,Midfield
1018714,Coby Ebere (1018714),Germany  Nigeria,Attack - Left Winger,Attack
1018802,Sinan Alkaş (1018802),Türkiye,Attack - Centre-Forward,Attack
1019113,Mohamed Soldà (1019113),Italy  Mali,Defender - Centre-Back,Defender
1019145,Omar Ouhdadi (1019145),Morocco,Attack - Left Winger,Attack
1019171,Darren Palmer (1019171),England  Yemen,Attack - Right Winger,Attack
1019242,Samed Çalışkan (1019242),Türkiye,Defender,Defender
1019243,Rıdvan Demir (1019243),Türkiye,Midfield - Central Midfield,Midfield
1019244,Murat Çalışkan (1019244),Türkiye,Midfield - Central Midfield,Midfield
1019245,Mehmet Gök (1019245),Türkiye,Midfield,Midfield
1019368,Kelsey Egwu (1019368),Canada  Nigeria,Defender - Centre-Back,Defender
10199,Sedat Debreli (10199),Türkiye,Attack - Centre-Forward,Attack
1019950,Théo Chennahi (1019950),France  Algeria,Midfield - Attacking Midfield,Midfield
10197,Ali Eren Beşerler (10197),Türkiye,Defender - Right-Back,Defender
10200,Zafer Demiray (10200),Türkiye  Germany,Attack - Right Winger,Attack
1020191,Ismaëlo Ganiou (1020191),Burkina Faso  France,Defender - Centre-Back,Defender
102043,Sly (102043),Nigeria,Attack - Centre-Forward,Attack
102053,Rachid Arma (102053),Morocco,Attack - Centre-Forward,Attack
1020544,Yuliwes Bellache (1020544),Algeria  France,Midfield - Central Midfield,Midfield
1020670,Emirhan Yiğit (1020670),Türkiye,Attack - Right Winger,Attack
10209,Jérôme Polenz (10209),Germany  Algeria,Defender - Right-Back,Defender
1020754,Chukwuma Eze (1020754),Nigeria,Defender - Centre-Back,Defender
1021423,El Asrar Mohamed (1021423),Comoros  France,Defender - Centre-Back,Defender
1021427,Abdallah Nouri (1021427),France  Algeria,Attack - Right Winger,Attack
1021428,Jacer Jebabli (1021428),France  Tunisia,Midfield - Attacking Midfield,Midfield
1021586,Kürşat Selamoğlu (1021586),Türkiye,Defender - Right-Back,Defender
1021424,Baris Degermenci (1021424),Türkiye  France,Goalkeeper,Goalkeeper
1022218,Yusuf Demirkıran (1022218),Türkiye,Defender - Centre-Back,Defender
1022178,Abdulakeem Agoro (1022178),Nigeria  France,Attack - Centre-Forward,Attack
1022522,Niaki Sacko (1022522),France  Mali,Attack - Left Winger,Attack
102259,Patrice Beki Ndeck (102259),Cameroon,Midfield,Midfield
1022772,Saïd Souffou (1022772),France  Comoros,Attack,Attack
1022779,Cheikh Gueye (1022779),Senegal,Midfield - Central Midfield,Midfield
102315,Efan Ekoku (102315),Nigeria  England,Attack - Centre-Forward,Attack
102313,Uche Okechukwu (102313),Nigeria  Türkiye,Defender - Centre-Back,Defender
1023501,Ianis Polla Boyom (1023501),France  Cameroon,Defender - Centre-Back,Defender
1023446,Özgür Eyi (1023446),Türkiye,Attack,Attack
1023698,Fernando Embadje (1023698),Guinea-Bissau,Goalkeeper,Goalkeeper
1023811,Tünay Bektas (1023811),Germany  Türkiye,Attack - Right Winger,Attack
1023838,Walid Bouaziz (1023838),France  Algeria,Midfield - Attacking Midfield,Midfield
102402,Andrea Cossu (102402),Nigeria  Italy,Midfield - Defensive Midfield,Midfield
102404,Anouar El Kamch (102404),Morocco,Midfield - Defensive Midfield,Midfield
1024489,Ayaz Yükseloğlu (1024489),Türkiye,Attack - Right Winger,Attack
1024558,David Kébé (1024558),Germany  Senegal,Defender - Centre-Back,Defender
1024560,Ertugrul Nacar (1024560),Türkiye,Midfield - Attacking Midfield,Midfield
1024797,Serigne Saliou Gueye (1024797),Senegal,Midfield - Central Midfield,Midfield
1024766,Frederik Tosku (1024766),Albania  Italy,Attack - Centre-Forward,Attack
1024805,Mohamed Diaw (1024805),France  Senegal,Defender - Centre-Back,Defender
1025280,Ousman Touray (1025280),United States  The Gambia,Attack - Centre-Forward,Attack
1025424,Solomon Agbalaka (1025424),Nigeria,Defender - Left-Back,Defender
1026014,Samba Diba (1026014),Senegal,Midfield - Central Midfield,Midfield
102608,Georg Makdesie (102608),Sweden  Syria,Midfield - Right Midfield,Midfield
1026246,Anes Cardaklija (1026246),Bosnia-Herzegovina  Sweden,Defender - Centre-Back,Defender
1026255,Saná Fernandes (1026255),Portugal  Guinea-Bissau,Attack - Left Winger,Attack
102651,Damien Boudjemaa (102651),France  Algeria,Attack - Right Winger,Attack
102657,Lamine Dhiediou (102657),France  Senegal,Attack,Attack
102661,Arthur Gomis (102661),Senegal  France,Attack - Centre-Forward,Attack
1027216,François Mughe (1027216),Cameroon,Attack - Right Winger,Attack
1027343,Momoh Kamara (1027343),Sierra Leone,Defender,Defender
1027494,Toni Tiente (1027494),Cameroon  France,Midfield - Central Midfield,Midfield
1027762,Johane Mbati Kaine (1027762),Cameroon,Attack,Attack
1027761,Noham Bensoula (1027761),France  Algeria,Midfield - Attacking Midfield,Midfield
1027848,,France  Senegal,Midfield - Central Midfield,Midfield
1028019,Sambaly Keïta (1028019),France  Mali,Midfield - Attacking Midfield,Midfield
1028125,Abdellah Baallal (1028125),Morocco,Midfield - Attacking Midfield,Midfield
102823,Abdoulaye Kapi Sylla (102823),Guinea,Midfield - Defensive Midfield,Midfield
1028478,Malik Ouane (1028478),France  Mali,Defender - Right-Back,Defender
1028566,Mert Kurt (1028566),Türkiye  Belgium,Attack - Centre-Forward,Attack
1028489,Abdoulaye Gueye (1028489),Italy  Senegal,Goalkeeper,Goalkeeper
102866,Hassan Benkajjane (102866),Morocco  France,Attack - Centre-Forward,Attack
1029482,William Harhouz (1029482),France  Algeria,Attack - Centre-Forward,Attack
1030062,Moustapha Kourouma (1030062),Guinea,Midfield - Central Midfield,Midfield
1030142,Can Karakus (1030142),Türkiye  Germany,Midfield - Attacking Midfield,Midfield
1030109,Adam Khan (1030109),Pakistan  England,Goalkeeper,Goalkeeper
103027,Ameth Biaye (103027),Senegal  France,Defender - Left-Back,Defender
103051,Albert Massouké (103051),Cameroon,Attack - Centre-Forward,Attack
1030554,Seydou Fall (1030554),Mauritania  Spain,Defender - Centre-Back,Defender
1030545,Bilel Tafni (1030545),France  Algeria,Attack - Left Winger,Attack
1030838,Maramadou Kaba (1030838),France  Guinea,Defender - Centre-Back,Defender
1031316,Noah Kocoglu (1031316),Türkiye  Germany,Goalkeeper,Goalkeeper
1032012,Brahima Magassa (1032012),France  Mali,Defender - Centre-Back,Defender
1031886,Younès Khedir (1031886),Algeria  France,Attack - Left Winger,Attack
1032094,Lirim Jashari (1032094),Kosovo  Germany,Midfield - Attacking Midfield,Midfield
1032224,Allan Nengoue (1032224),France  Cameroon,Defender - Centre-Back,Defender
1032381,Noa Donat (1032381),France  Senegal,Midfield - Central Midfield,Midfield
1032804,Sabah Kerjota (1032804),Albania,Attack - Right Winger,Attack
1032864,Emre Gökay (1032864),Türkiye,Attack - Right Winger,Attack
1033000,Enzo Youcef (1033000),France  Algeria,Attack,Attack
1033005,Coba da Costa (1033005),Guinea-Bissau  Spain,Attack - Left Winger,Attack
1033234,Yusuf Aktas (1033234),France  Türkiye,Attack - Centre-Forward,Attack
1033405,Hernâni Mendes Vaz (1033405),Portugal  Guinea-Bissau,Midfield - Central Midfield,Midfield
103376,Fatih Gültekin (103376),Türkiye,Defender - Centre-Back,Defender
1033919,Mahamadou Doumbia (1033919),Mali,Midfield - Central Midfield,Midfield
1034532,Olti Hyseni (1034532),Denmark  Kosovo,Attack - Left Winger,Attack
1034471,Khalid Noureddine (1034471),Spain  Morocco,Attack - Centre-Forward,Attack
1034598,Moutaz Neffati (1034598),Tunisia  Sweden,Defender - Right-Back,Defender
1034853,Nobel Mendy (1034853),Senegal  Guinea-Bissau,Defender - Centre-Back,Defender
1035048,Modou Tambedou (1035048),Senegal,Defender - Centre-Back,Defender
1035533,Nohim Chibani (1035533),France  Algeria,Defender - Centre-Back,Defender
1035567,Dean Adekoya (1035567),England  Nigeria,Attack - Left Winger,Attack
103563,Tongo Doumbia (103563),Mali  France,Midfield - Defensive Midfield,Midfield
1035645,Tyron Akpata (1035645),England  Nigeria,Midfield - Central Midfield,Midfield
103565,Wahbi Khazri (103565),Tunisia  France,Attack - Left Winger,Attack
1035659,Younes Lachaab (1035659),France  Algeria,Attack - Left Winger,Attack
1036268,Mamadou Kébé (1036268),France  Senegal,Attack,Attack
10364,Cihan Yilmaz (10364),Türkiye  Germany,Midfield - Attacking Midfield,Midfield
1036407,Eyad El Askalany (1036407),Egypt,Defender - Left-Back,Defender
1036405,Omar Fayed (1036405),Egypt,Defender - Centre-Back,Defender
103658,Saïd Chiba (103658),Morocco,Midfield - Defensive Midfield,Midfield
103677,Rafik Bouderbal (103677),Algeria  France,Attack - Right Winger,Attack
10366,Orhan Özkara (10366),Germany  Türkiye,Defender - Centre-Back,Defender
1037592,Ilyas Abil (1037592),Kazakhstan,Midfield - Attacking Midfield,Midfield
1038043,Arman Heidari (1038043),Iran  Spain,Midfield - Attacking Midfield,Midfield
1038302,Dennis Gjana (1038302),Albania  Italy,Attack - Left Winger,Attack
1038348,Ibrahima Sory Bangoura (1038348),Guinea,Midfield - Defensive Midfield,Midfield
1038505,Seydil Toure (1038505),Senegal  Czech Republic,Defender - Centre-Back,Defender
1038520,Sofiane Bachiri (1038520),France  Algeria,Goalkeeper,Goalkeeper
1038734,Antonio Lama (1038734),Guinea,Midfield,Midfield
1038701,Ismaïl Seydi (1038701),France  Senegal,Attack - Left Winger,Attack
1038950,Karl Etta Eyong (1038950),Cameroon,Attack - Centre-Forward,Attack
1039356,Khoder Kaddour (1039356),Lebanon  Australia,Midfield - Right Midfield,Midfield
1039727,Muhammed Zekir Oglou (1039727),Germany  Türkiye,Midfield - Central Midfield,Midfield
1039801,Ereku Temitayo (1039801),Nigeria,Midfield - Defensive Midfield,Midfield
1040161,Abdoul Salam (1040161),Mali,Defender - Right-Back,Defender
1040401,Ervin Gigović (1040401),Sweden  Bosnia-Herzegovina,Midfield - Defensive Midfield,Midfield
10405,Bekim Kastrati (10405),Albania,Attack - Centre-Forward,Attack
1041236,Guy-Marcel Bayala (1041236),Burkina Faso,Defender - Centre-Back,Defender
104127,Aymen Tahar (104127),Algeria  England,Midfield - Central Midfield,Midfield
1041385,Anas Abdulsalam Abweny (1041385),Qatar  Jordan,Midfield - Central Midfield,Midfield
1041532,Djibril Soumaré (1041532),Senegal,Midfield - Defensive Midfield,Midfield
1041630,Prosper Obah (1041630),Nigeria,Attack - Right Winger,Attack
1042125,Baye Dame Thiam (1042125),Senegal,Attack,Attack
1042598,Cuba Mitchell (1042598),Bangladesh  England,Midfield - Central Midfield,Midfield
1042600,Madiou Keita (1042600),Guinea  France,Defender - Centre-Back,Defender
1042851,Sidi Haroun (1042851),Belgium  Türkiye,Defender - Centre-Back,Defender
1042816,Matteo Marini (1042816),Italy  Tunisia,Defender - Left-Back,Defender
1042886,Chido Obi (1042886),Denmark  Nigeria,Attack - Centre-Forward,Attack
1043003,Yasin Özcan (1043003),Türkiye,Defender - Centre-Back,Defender
1043056,Luis Bracaj (1043056),Albania  Italy,Goalkeeper,Goalkeeper
1043398,Cheick Niang (1043398),Senegal,Attack - Centre-Forward,Attack
1043471,Augusto Dabó (1043471),Guinea-Bissau  Portugal,Defender - Left-Back,Defender
1043562,Dave Fotso Youmssi (1043562),Germany  Cameroon,Midfield - Defensive Midfield,Midfield
1043572,Del Olaoye (1043572),Nigeria,Attack,Attack
1043623,Malik Sesay (1043623),Sweden  The Gambia,Defender - Centre-Back,Defender
1043633,Testimony Igbinoghene (1043633),England  Nigeria,Defender - Left-Back,Defender
1043641,Berk Can Yıldızlı (1043641),Türkiye,Attack - Centre-Forward,Attack
1043827,Reda Ergouai (1043827),Morocco  France,Defender - Centre-Back,Defender
1043873,Mamadou Barry (1043873),Guinea,Attack - Right Winger,Attack
1044893,Yaya Fofana (1044893),Cote d'Ivoire  Mali,Midfield - Central Midfield,Midfield
1044947,Filipe Sissé (1044947),Portugal  Guinea-Bissau,Midfield - Central Midfield,Midfield
1044985,Luka Cvjetkovic (1044985),Bosnia-Herzegovina,Defender - Left-Back,Defender
1045292,Arome (1045292),Nigeria,Attack - Centre-Forward,Attack
1045298,Aécio Fati (1045298),Guinea-Bissau,Midfield - Central Midfield,Midfield
1045367,Alpha Kanté (1045367),Guinea,Defender - Left-Back,Defender
1045547,Ayberk Karapo (1045547),Türkiye,Defender - Right-Back,Defender
104555,Zeli Ismail (104555),England  Albania,Attack - Right Winger,Attack
1045766,Christopher Boniface (1045766),Nigeria,Midfield - Attacking Midfield,Midfield
1045826,Tugay Güner (1045826),Türkiye,Midfield - Central Midfield,Midfield
1045824,Alperen Bekli (1045824),Türkiye,Defender - Centre-Back,Defender
1045823,Mustafa Kocabaş (1045823),Türkiye,Defender - Left-Back,Defender
1045821,Umut Keseci (1045821),Türkiye,Goalkeeper,Goalkeeper
1045828,Yusuf Talga (1045828),Türkiye,Attack - Right Winger,Attack
1045839,Yaya Dramé (1045839),Portugal  Senegal,Defender - Centre-Back,Defender
1045884,Christian Mba (1045884),Nigeria,Attack - Centre-Forward,Attack
1045914,Mark Gashi (1045914),Kosovo,Defender - Left-Back,Defender
1046040,Yonis Shino (1046040),Sweden  Somalia,Midfield - Central Midfield,Midfield
1046130,Nermin Mesic (1046130),Germany  Bosnia-Herzegovina,Midfield - Central Midfield,Midfield
1046123,Aleksandr Mukhin (1046123),Russia  Tajikistan,Defender - Right-Back,Defender
1046188,Baran Demiroğlu (1046188),Türkiye,Attack - Centre-Forward,Attack
1046242,Damian Coric (1046242),Bosnia-Herzegovina  Germany,Midfield - Attacking Midfield,Midfield
1046299,Burhan Tuzun (1046299),Türkiye,Attack - Centre-Forward,Attack
1046499,Marouane Calame (1046499),Switzerland  Morocco,Midfield - Central Midfield,Midfield
1046519,Leo Tafaj (1046519),Kosovo  Switzerland,Defender - Centre-Back,Defender
1046653,Muharrem Günay (1046653),Türkiye,Midfield - Left Midfield,Midfield
1046750,Soner Ballıpınar (1046750),Türkiye,Defender - Centre-Back,Defender
1046754,Mehmet Altun (1046754),Türkiye,Defender - Left-Back,Defender
1046751,Yusuf Bayraktar (1046751),Türkiye,Midfield - Right Midfield,Midfield
1046752,Ahmet Bilgi (1046752),Türkiye,Defender,Defender
1046747,Ramazan Yoğurt (1046747),Türkiye,Midfield - Central Midfield,Midfield
104684,Obi Anoruo (104684),Nigeria,Attack - Centre-Forward,Attack
1047103,Elyèss Dao (1047103),Morocco  France,Attack - Centre-Forward,Attack
1047099,Alpha Diallo (1047099),France  Guinea,Midfield - Attacking Midfield,Midfield
1047100,Tidiane Diallo (1047100),France  Senegal,Midfield - Attacking Midfield,Midfield
1047104,Yanis Issoufou (1047104),France  Niger,Attack - Centre-Forward,Attack
1047179,King John Omofonmwan (1047179),Italy  Nigeria,Defender,Defender
1047256,Asher Agbinone (1047256),England  Nigeria,Attack - Left Winger,Attack
1047258,Hindolo Mustapha (1047258),Sierra Leone  England,Midfield - Attacking Midfield,Midfield
1047298,Amin Muja (1047298),Germany  Kosovo,Midfield - Attacking Midfield,Midfield
104741,Shadi Ghosheh (104741),Italy  Jordan,Defender - Centre-Back,Defender
1047345,Yusuf Akhamrich (1047345),Morocco  England,Attack - Left Winger,Attack
1047422,Chukwudi Igbokwe (1047422),Nigeria,Attack - Centre-Forward,Attack
1047476,Johnson Osong (1047476),England  Cameroon,Attack - Left Winger,Attack
1047521,Duran Şahin (1047521),Türkiye,Defender - Centre-Back,Defender
1047586,Yusuf Saitoğlu (1047586),Türkiye,Defender - Centre-Back,Defender
1047576,Batuhan Arıcı (1047576),Türkiye  United States,Defender - Left-Back,Defender
1047587,Deniz Tabak (1047587),Türkiye,Defender - Centre-Back,Defender
1047622,Kağan Arıcan (1047622),Türkiye,Goalkeeper,Goalkeeper
1047790,Abderrahman Amal (1047790),Morocco  Belgium,Midfield - Defensive Midfield,Midfield
1047627,Hakan Eren Atabey (1047627),Türkiye,Defender - Centre-Back,Defender
1048036,Yusuf Yardımcı (1048036),Türkiye,Midfield - Defensive Midfield,Midfield
1048143,Frederick Samuel Ndongue (1048143),Cameroon  France,Attack - Right Winger,Attack
1048118,Arda Ünyay (1048118),Türkiye,Defender - Centre-Back,Defender
1048358,Abian Arslan (1048358),Belgium  Türkiye,Midfield - Attacking Midfield,Midfield
1048428,Jamiu Musbaudeen (1048428),Nigeria,Midfield - Central Midfield,Midfield
1048772,Sedat Kara (1048772),Türkiye,Defender,Defender
1049005,Mor Sylla (1049005),Senegal  Italy,Defender - Left-Back,Defender
104914,Almir Kasumovic (104914),Bosnia-Herzegovina,Attack - Centre-Forward,Attack
