player_id,player_name,citizenship,position,main_position
1173056,Dionísio (1173056),Guinea-Bissau,Midfield - Defensive Midfield,Midfield
11732,Iffy Onuora (11732),Scotland  Nigeria,Attack - Centre-Forward,Attack
1173232,İsmail Yahşi (1173232),Türkiye  Kazakhstan,Attack - Right Winger,Attack
1173278,Ali Tarkan (1173278),Türkiye,Defender - Right-Back,Defender
1173277,Emre Köroğlu (1173277),Türkiye,Attack - Centre-Forward,Attack
1173280,Berat Efe Eser (1173280),Türkiye,Defender - Left-Back,Defender
1173279,Mehmet Ali Kablan (1173279),Türkiye,Midfield - Central Midfield,Midfield
1173388,Yusuf Karakuzu (1173388),Türkiye,Defender - Left-Back,Defender
1173384,Civan Canbeyli (1173384),Türkiye,Midfield - Central Midfield,Midfield
1173403,Kerem Fidan (1173403),Türkiye,Defender - Centre-Back,Defender
1173693,Samet Çolak (1173693),Türkiye,Midfield - Attacking Midfield,Midfield
1174032,Tidiane Devernois (1174032),France  Senegal,Midfield - Central Midfield,Midfield
1174019,,Senegal,Defender - Left-Back,Defender
1174171,Ömer Faruk Duymaz (1174171),Türkiye,Midfield - Attacking Midfield,Midfield
1174514,Malek Benkheira (1174514),France  Algeria,Midfield - Defensive Midfield,Midfield
117476,Levent Ayçiçek (117476),Türkiye  Germany,Midfield - Attacking Midfield,Midfield
1174809,Babou Seye (1174809),Senegal,Attack - Right Winger,Attack
1175151,Baran Engül (1175151),Türkiye,Attack - Centre-Forward,Attack
1175184,Carraro Injai (1175184),France  Senegal,Midfield - Attacking Midfield,Midfield
1175189,Adem Karchi (1175189),Morocco  France,Defender - Left-Back,Defender
1175236,Mamadu Djaló (1175236),Guinea-Bissau  Portugal,Midfield - Attacking Midfield,Midfield
1175202,Guy Eteme (1175202),Cameroon,Midfield - Central Midfield,Midfield
117513,Filip Mihaljevic (117513),Croatia  Bosnia-Herzegovina,Attack - Centre-Forward,Attack
1175238,Keryane Mansouri (1175238),Algeria  France,Midfield - Defensive Midfield,Midfield
1175586,Yusuf Kefkir (1175586),Türkiye,Defender - Centre-Back,Defender
1175588,Oğuzhan Aksoy (1175588),Türkiye,Midfield - Attacking Midfield,Midfield
117574,Hasan Güleryüz (117574),Türkiye,Defender - Right-Back,Defender
117586,Ömer Bayram (117586),Türkiye  Netherlands,Defender - Left-Back,Defender
1175952,Mathéo Titalom Penka (1175952),France  Cameroon,Attack - Centre-Forward,Attack
1176027,Souleymane Keita (1176027),France  Mali,Attack - Left Winger,Attack
1175926,Baran Alp Vardar (1175926),Türkiye,Defender - Centre-Back,Defender
1175933,Demir Mermerci (1175933),Türkiye,Midfield - Defensive Midfield,Midfield
1176263,Amine Moussaoui (1176263),France  Algeria,Midfield - Attacking Midfield,Midfield
1176345,Mahamadou Nagida (1176345),Cameroon,Defender - Left-Back,Defender
1176440,Adel Kadi (1176440),France  Algeria,Defender - Right-Back,Defender
1176433,Abdoul Kader Ouattara (1176433),Burkina Faso,Attack - Centre-Forward,Attack
1176365,Madiodio Dia (1176365),Senegal,Defender - Centre-Back,Defender
11765,Aytac Sulu (11765),Germany  Türkiye,Defender - Centre-Back,Defender
1176866,Motez Nourani (1176866),Tunisia,Attack - Left Winger,Attack
1177162,Sakhalou Niakaté (1177162),France  Mali,Defender - Centre-Back,Defender
1177151,Kemal Sarigöl (1177151),France  Türkiye,Attack - Left Winger,Attack
117724,Ali Kridéne (117724),Tunisia,Attack - Centre-Forward,Attack
1177291,Sidi Haidara (1177291),Mali  France,Midfield,Midfield
1177290,Ismail Diallo (1177290),France  Senegal,Defender - Left-Back,Defender
1177879,Dijanis Dudić (1177879),Bosnia-Herzegovina  Denmark,Attack - Centre-Forward,Attack
1178104,Orestis Kalemi (1178104),Greece  Albania,Midfield - Central Midfield,Midfield
1178476,Antoine Sekongo (1178476),Mali  Cote d'Ivoire,Midfield - Attacking Midfield,Midfield
1178488,Idrissa Gueye (1178488),Senegal,Attack - Centre-Forward,Attack
1178474,Amadou Koné (1178474),Cote d'Ivoire  Mali,Midfield - Defensive Midfield,Midfield
1178489,Alpha Touré (1178489),Senegal,Midfield - Defensive Midfield,Midfield
1178539,Larry Clark Guifo Bogne (1178539),Cameroon  Italy,Defender - Centre-Back,Defender
1178758,Malick Yalcouyé (1178758),Cote d'Ivoire  Mali,Midfield - Central Midfield,Midfield
1178856,Cengizhan Yamar (1178856),Türkiye,Attack - Centre-Forward,Attack
1178854,İslam Aydın (1178854),Türkiye,Attack - Right Winger,Attack
1178925,Muhammet Ali Apaydın (1178925),Türkiye,Midfield - Attacking Midfield,Midfield
1179148,Donald Onana (1179148),Cameroon,Attack - Centre-Forward,Attack
1179193,Amadou Diakité (1179193),France  Mali,Attack - Right Winger,Attack
1179195,Sankhoun Diawara (1179195),France  Senegal,Defender - Centre-Back,Defender
1179260,Mohamed Cherif Haidara (1179260),Guinea,Midfield - Defensive Midfield,Midfield
1179658,Peter Itodo (1179658),Nigeria,Attack - Centre-Forward,Attack
1179749,Morlaye Camara (1179749),France  Guinea,Defender - Centre-Back,Defender
117976,Moussa Traoré (117976),Burkina Faso  Cote d'Ivoire,Attack - Centre-Forward,Attack
118006,İsmail Şahmalı (118006),Türkiye,Goalkeeper,Goalkeeper
118008,Patrick Ekeng (118008),Cameroon,Midfield - Central Midfield,Midfield
1180575,Matthias Nouichi (1180575),France  Algeria,Goalkeeper,Goalkeeper
1180627,Gökmen Özince (1180627),Türkiye,Defender - Centre-Back,Defender
1180813,Ryan Kamal (1180813),Morocco,Attack - Centre-Forward,Attack
1180825,Mani López (1180825),Morocco  Spain,Defender - Left-Back,Defender
1180821,Mohamed Yassine Azzouz (1180821),Morocco  Belgium,Midfield - Attacking Midfield,Midfield
1180810,Sofiane Tahri (1180810),Morocco  France,Attack - Left Winger,Attack
1180809,Iliesse Salhi (1180809),France  Morocco,Defender - Left-Back,Defender
1180835,Issiaga Camara (1180835),Guinea,Midfield - Central Midfield,Midfield
1181,Lutuf Dinc (1181),Germany  Türkiye,Attack,Attack
1181076,Amine Taiar (1181076),France  Algeria,Defender - Centre-Back,Defender
118096,Vedat Çoban (118096),Türkiye,Midfield - Right Midfield,Midfield
1181623,Ali Yiğit Özten (1181623),Türkiye,Midfield - Attacking Midfield,Midfield
1181283,İsa Halidi (1181283),Türkiye,Midfield - Defensive Midfield,Midfield
1181687,Ahmet Baki Canel (1181687),Türkiye,Defender,Defender
1181686,Enes Talha Saribas (1181686),Türkiye,Attack - Right Winger,Attack
1181573,Semih Akyıldız (1181573),Türkiye,Attack - Right Winger,Attack
1181742,Soufian Bourkaa (1181742),Italy  Morocco,Midfield - Left Midfield,Midfield
1181949,Serhat Akçay (1181949),Türkiye,Defender - Right-Back,Defender
1181950,Furkan Ulupınar (1181950),Türkiye,Defender - Centre-Back,Defender
1182001,Ahmet Yılmaz (1182001),Türkiye,Midfield - Attacking Midfield,Midfield
1181952,Muhammed Ayeş (1181952),Türkiye  Canada,Attack - Left Winger,Attack
1182002,Sanoussi Diaby (1182002),France  Mali,Attack - Centre-Forward,Attack
1182388,Aliou Badra Fofana (1182388),Mali,Attack - Right Winger,Attack
1182434,Veli Merlika (1182434),Albania  Italy,Midfield,Midfield
1182625,Illyès Benachour (1182625),Morocco  France,Midfield - Attacking Midfield,Midfield
1182640,Halil Cengiz (1182640),Türkiye,Defender - Centre-Back,Defender
1182631,Kélil Benkahlouche (1182631),France  Algeria,Attack - Left Winger,Attack
1182738,Abdoulaye Faye (1182738),Senegal,Defender - Centre-Back,Defender
1182817,Sefa Gülay (1182817),Türkiye,Attack - Right Winger,Attack
118287,Rachid Ghezzal (118287),Algeria  France,Attack - Right Winger,Attack
1182962,Enriko Deda (1182962),Albania  Italy,Midfield - Attacking Midfield,Midfield
1183015,Moutinho Correia (1183015),Guinea-Bissau  Portugal,Attack - Left Winger,Attack
118303,Mehdi Zeffane (118303),Algeria  France,Defender - Right-Back,Defender
118308,Mourad Badra (118308),France  Tunisia,Midfield,Midfield
118309,Amido Baldé (118309),Guinea-Bissau  Portugal,Attack - Centre-Forward,Attack
1183397,Ryan Belal (1183397),United States  Algeria,Attack - Centre-Forward,Attack
1183575,Pape Diong (1183575),Senegal,Midfield - Defensive Midfield,Midfield
1183502,Emmanuel Papo (1183502),Nigeria,Attack - Centre-Forward,Attack
1183975,Adam Shalbi (1183975),Italy  Egypt,Midfield - Left Midfield,Midfield
1184433,Diego Messoussi (1184433),Spain  Morocco,Attack - Right Winger,Attack
118460,Selim Özdemir (118460),Türkiye  Germany,Defender - Centre-Back,Defender
1184554,Ali Zamani (1184554),Iran,Attack - Left Winger,Attack
1184878,Edis Köksaldı (1184878),Türkiye,Goalkeeper,Goalkeeper
1184739,Moustapha Faye (1184739),Senegal,Attack,Attack
1184953,Yanis Degbe (1184953),France  Tunisia,Attack - Centre-Forward,Attack
118530,Aboubacar Tandia (118530),France  Senegal,Attack - Centre-Forward,Attack
1185311,Oğuzhan Turan (1185311),Türkiye,Midfield - Defensive Midfield,Midfield
1185508,Tarek Salihovic (1185508),Bosnia-Herzegovina  Germany,Defender - Left-Back,Defender
1185727,Joel Ineh (1185727),United States  Nigeria,Defender - Right-Back,Defender
1185748,Giampietro Nikolli (1185748),Italy  Albania,Defender - Right-Back,Defender
1185755,Samuele Sina (1185755),Albania  Italy,Defender - Centre-Back,Defender
1185892,Ilias Ben Sadik (1185892),Belgium  Morocco,Defender,Defender
1185888,Ibrahim Mbaye (1185888),France  Senegal,Attack - Right Winger,Attack
1186029,Safouane Benzahra (1186029),Morocco  Netherlands,Midfield,Midfield
1186143,Lino Aklil (1186143),Canada  Algeria,Defender - Left-Back,Defender
118700,Samir Hasanovic (118700),Austria  Bosnia-Herzegovina,Defender,Defender
1187150,Yusuf Öztürk (1187150),Türkiye,Defender - Left-Back,Defender
1187308,Francesco Yimga (1187308),Italy  Cameroon,Goalkeeper,Goalkeeper
1187299,Serigne Sow (1187299),Senegal,Midfield - Central Midfield,Midfield
1187539,Bassidy Sanogo (1187539),Mali,Attack - Centre-Forward,Attack
1187630,Arda Türken (1187630),Türkiye,Defender,Defender
1187722,Doro Diop (1187722),France  Senegal,Midfield - Defensive Midfield,Midfield
1187764,Berat Can Şanlı (1187764),Türkiye,Defender - Centre-Back,Defender
118841,Tolga Ünlü (118841),Türkiye  Germany,Midfield - Central Midfield,Midfield
1188538,Eliman Cham (1188538),The Gambia,Defender - Left-Back,Defender
1188617,Omar Syll (1188617),Italy  Senegal,Attack,Attack
1188643,Giorgio Chimezie (1188643),Italy  Nigeria,Midfield - Right Midfield,Midfield
1188770,Veysel Yılmaz (1188770),Türkiye,Defender,Defender
1188771,Aymen Zouin (1188771),Morocco  Italy,Attack - Left Winger,Attack
1188764,Serkan Kestir (1188764),Türkiye,Midfield,Midfield
1189049,Deniz Dönmezer (1189049),Türkiye,Goalkeeper,Goalkeeper
1189060,Hasan Turan (1189060),Türkiye,Defender - Centre-Back,Defender
1189052,Can Bartu Çığır (1189052),Türkiye,Defender - Left-Back,Defender
1189066,Çağrı Balta (1189066),Türkiye,Attack - Centre-Forward,Attack
1189058,Ahmet Çobanoğlu (1189058),Türkiye  Bulgaria,Defender - Right-Back,Defender
1189062,Enes Çalışkan (1189062),Türkiye,Midfield - Defensive Midfield,Midfield
1189082,Ercüment Sancaklı (1189082),Türkiye,Attack - Left Winger,Attack
1189067,Eray Duman (1189067),Türkiye,Midfield - Central Midfield,Midfield
1189317,Amadou Cissé (1189317),Guinea,Defender - Centre-Back,Defender
1189454,Gabriel Disca (1189454),Italy  Iraq,Attack - Left Winger,Attack
1190179,Denizhan Akkuş (1190179),Türkiye,Attack - Right Winger,Attack
1190180,Arda Baran Eren (1190180),Türkiye,Defender - Right-Back,Defender
1190197,Muhammed Arda Timuroğlu (1190197),Türkiye,Attack - Right Winger,Attack
119031,Kaan Ayhan (119031),Türkiye  Germany,Midfield - Defensive Midfield,Midfield
1190181,Sadri Ege Dipci (1190181),Türkiye,Goalkeeper,Goalkeeper
1190474,Nizar Sabbar (1190474),Morocco,Midfield - Central Midfield,Midfield
1190547,Louis Hajdinaj (1190547),Germany  Kosovo,Midfield - Central Midfield,Midfield
1190678,Ramazan Gülleri (1190678),Türkiye,Midfield,Midfield
1190851,Yvan Djemba Mbappé (1190851),Cameroon,Midfield - Defensive Midfield,Midfield
119095,Otman Djellilahine (119095),Algeria  France,Midfield - Attacking Midfield,Midfield
119094,Mohamed Soly (119094),Senegal,Attack - Centre-Forward,Attack
1190986,Eymen Avcı (1190986),Türkiye,Defender - Left-Back,Defender
119104,Riad Nouri (119104),France  Algeria,Attack - Right Winger,Attack
119159,Kadir Caidi (119159),Italy  Morocco,Defender - Centre-Back,Defender
119211,Mitchell Weiser (119211),Germany  Algeria,Defender - Right-Back,Defender
1192142,Badis Gasmi (1192142),Italy  Tunisia,Attack,Attack
1192458,Naël Bensoula (1192458),France  Algeria,Midfield - Central Midfield,Midfield
1192733,Furkan Ahmet Acer (1192733),Türkiye,Attack - Left Winger,Attack
1192881,Ali Jaber (1192881),Tunisia  Germany,Defender - Centre-Back,Defender
1192889,Alvin Ayman (1192889),England  Egypt,Midfield - Central Midfield,Midfield
119295,Mustafa Çakır (119295),Türkiye,Defender - Centre-Back,Defender
119296,Emre Can (119296),Germany  Türkiye,Defender - Centre-Back,Defender
119302,Senad Husic (119302),Bosnia-Herzegovina,Defender - Left-Back,Defender
1193113,Gabriel Prenaj (1193113),Kosovo,Midfield - Central Midfield,Midfield
119301,Serdar Deliktaş (119301),Türkiye,Attack - Centre-Forward,Attack
119367,Amath Diedhiou (119367),Senegal  France,Midfield - Attacking Midfield,Midfield
1193844,Adri Mehmeti (1193844),United States  Albania,Midfield - Central Midfield,Midfield
1194135,Ata Gür (1194135),Türkiye,Midfield - Defensive Midfield,Midfield
1194128,Dani Ángel (1194128),Spain  Equatorial Guinea,Attack - Centre-Forward,Attack
1194484,Hüseyin Haktan Uğurlu (1194484),Türkiye,Midfield - Defensive Midfield,Midfield
1194493,Ensar Sultansuyu (1194493),Türkiye,Defender - Left-Back,Defender
1195019,Wisdom Uhunamure (1195019),Italy  Nigeria,Attack - Right Winger,Attack
1195305,Uyiosa Eugene Osaghae (1195305),Nigeria,Attack - Left Winger,Attack
1195302,Dimitri Manyim (1195302),Cameroon,Midfield - Central Midfield,Midfield
119549,İlkay Durmuş (119549),Türkiye  Germany,Attack - Left Winger,Attack
119557,Kenan Karaman (119557),Türkiye  Germany,Midfield - Attacking Midfield,Midfield
1196380,Berhan Deniz (1196380),Türkiye,Attack - Centre-Forward,Attack
1196653,Enzo Bellouti (1196653),France  Algeria,Midfield - Central Midfield,Midfield
1196690,Clarence Gjomemo (1196690),Albania,Defender,Defender
1197007,Ousmane Diatta (1197007),France  Senegal,Defender,Defender
1197234,Isaiah Otache (1197234),Nigeria,Midfield - Defensive Midfield,Midfield
1197068,Amara Camara (1197068),Guinea,Attack,Attack
1197274,Sani Suleiman (1197274),Nigeria,Midfield - Central Midfield,Midfield
1197800,Klejton Uruci (1197800),Albania  Italy,Goalkeeper,Goalkeeper
1197801,Xhoel Mezani (1197801),Albania,Defender,Defender
1198023,Gabriel Otegbayo (1198023),Ireland  Nigeria,Defender - Centre-Back,Defender
1198007,Muhammed Göktürk Gök (1198007),Türkiye,Defender - Centre-Back,Defender
1198211,Albert Rrahmani (1198211),Kosovo  Denmark,Midfield - Attacking Midfield,Midfield
1198677,Efe Yılmaz (1198677),Türkiye,Midfield - Central Midfield,Midfield
1198678,Mahmut Ceyhun Alyurt (1198678),Türkiye,Attack - Right Winger,Attack
1198651,Bulut Uysal (1198651),Türkiye,Midfield - Defensive Midfield,Midfield
1198887,Demir Yavuz (1198887),Türkiye,Midfield - Central Midfield,Midfield
1199025,Murat Çepel (1199025),Türkiye,Midfield - Attacking Midfield,Midfield
1199024,Çağan Üçok (1199024),Türkiye,Attack - Centre-Forward,Attack
1199,Marko Topic (1199),Bosnia-Herzegovina  Croatia,Attack - Centre-Forward,Attack
1199027,Miraç Göktürk Özel (1199027),Türkiye,Goalkeeper,Goalkeeper
1200104,Mukhtar Adamu (1200104),Nigeria,Midfield - Defensive Midfield,Midfield
1200289,Hamidou Makalou (1200289),Mali,Midfield - Defensive Midfield,Midfield
1200313,Clayton Diandy (1200313),Senegal  Guinea-Bissau,Attack - Right Winger,Attack
137970,Demba Thiam (137970),France  Senegal,Defender - Right-Back,Defender
1379750,Kerem Kabadayı (1379750),Türkiye  Germany,Midfield - Defensive Midfield,Midfield
138055,Haris Belkebla (138055),Algeria  France,Midfield - Central Midfield,Midfield
1380876,Gabriel Jesus David (1380876),Nigeria,Attack - Centre-Forward,Attack
1381157,Pau Bertran (1381157),Spain  Equatorial Guinea,Defender - Centre-Back,Defender
1381664,Besalet Krasniqi (1381664),Albania  Sweden,Midfield - Central Midfield,Midfield
1381929,Fredrick Godwin (1381929),Nigeria,Midfield - Central Midfield,Midfield
1381782,Efehan Pekdemir (1381782),Türkiye,Midfield - Defensive Midfield,Midfield
1382225,Ahmad Al-Qaq (1382225),Palestine  United States,Midfield - Left Midfield,Midfield
1383,Ferdinand Chi Fon (1383),Cameroon  Poland,Midfield - Central Midfield,Midfield
138321,Henri Tekendo (138321),Cameroon,Midfield - Central Midfield,Midfield
138341,Oğuz Çalışkan (138341),Türkiye,Goalkeeper,Goalkeeper
138345,Cem Kavçak (138345),Türkiye,Midfield - Central Midfield,Midfield
138409,Joseph Boum (138409),Cameroon,Defender - Centre-Back,Defender
138425,Abuzer Toplu (138425),Türkiye,Attack - Centre-Forward,Attack
13844,Oumar Bakari (13844),France  Guinea,Midfield - Defensive Midfield,Midfield
138476,Numan Çürüksu (138476),Türkiye,Defender - Centre-Back,Defender
1384923,Adam Yahi (1384923),France  Algeria,Attack - Centre-Forward,Attack
1385069,Muba Nour (1385069),United States  Somalia,Attack,Attack
1385189,Mouhmadou Thiam (1385189),Senegal,Defender - Centre-Back,Defender
1385195,Wedtoin Latif Ouedraogo (1385195),Burkina Faso,Defender - Right-Back,Defender
138529,Joseph Nane (138529),Cameroon  United States,Midfield - Defensive Midfield,Midfield
138592,Gjergj Bushaj (138592),Kosovo,Midfield,Midfield
138588,Gëzim Shalaj (138588),Switzerland  Kosovo,Attack - Left Winger,Attack
13864,Khalid Fouhami (13864),Morocco,Goalkeeper,Goalkeeper
1386460,Enea Noka (1386460),Albania,Goalkeeper,Goalkeeper
138666,Oumar Diouck (138666),Belgium  Senegal,Attack - Centre-Forward,Attack
1387020,Ilief Mendes (1387020),Guinea-Bissau,Attack,Attack
138736,Alpaslan Öztürk (138736),Türkiye  Belgium,Defender - Centre-Back,Defender
138758,Mehmet Akif Önal (138758),Türkiye,Goalkeeper,Goalkeeper
1387722,Klajdi Hoxha (1387722),Albania  Italy,Defender,Defender
1387728,Görkem Yalçıner (1387728),Türkiye,Midfield,Midfield
1387727,Yusuf Baran Öner (1387727),Türkiye,Midfield - Defensive Midfield,Midfield
1387726,Arda Hasgül (1387726),Türkiye,Midfield,Midfield
138804,Yoan Benyahya (138804),France  Algeria,Defender - Centre-Back,Defender
138828,Ben Sangaré (138828),France  Senegal,Attack - Right Winger,Attack
138954,,Senegal,Attack,Attack
1390777,Markos Keworkis (1390777),Belgium  Syria,Defender - Right-Back,Defender
139173,Achraf Lazaar (139173),Morocco  Italy,Midfield - Left Midfield,Midfield
139291,Jamel Hsini (139291),France  Morocco,Attack - Centre-Forward,Attack
139280,Hicham Rhoufir (139280),Morocco  France,Goalkeeper,Goalkeeper
1393,Erhan Albayrak (1393),Türkiye  Germany,Midfield - Left Midfield,Midfield
139316,Oğuz Ceylan (139316),Türkiye,Defender - Right-Back,Defender
139312,Cumali Bişi (139312),Türkiye,Midfield - Defensive Midfield,Midfield
139396,Bruma (139396),Portugal  Guinea-Bissau,Attack - Left Winger,Attack
1394017,Baran Zan (1394017),Türkiye,Midfield - Central Midfield,Midfield
13948,Daniel Ogunmade (13948),Scotland  Nigeria,Attack - Centre-Forward,Attack
1394931,Freedom Obasuyi (1394931),Italy  Nigeria,Midfield,Midfield
139519,Simon Barjie (139519),The Gambia  Italy,Defender - Left-Back,Defender
13956,Narcisse (13956),Burkina Faso,Midfield - Attacking Midfield,Midfield
1396203,Alpha Kabia (1396203),Sierra Leone,Midfield,Midfield
139634,Ledian Memushaj (139634),Albania  Italy,Midfield - Central Midfield,Midfield
1396595,Renato Nhaga (1396595),Guinea-Bissau  Portugal,Midfield - Defensive Midfield,Midfield
1396820,Cheikh Sall (1396820),Senegal,Attack - Centre-Forward,Attack
1399507,Abdulahi Shino (1399507),Sweden  Somalia,Attack,Attack
139957,Oğuzhan Yazıcı (139957),Türkiye,Defender - Centre-Back,Defender
1399714,Aykut Sarıkaya (1399714),Türkiye,Defender - Right-Back,Defender
139988,Olsi Teqja (139988),Albania,Defender - Centre-Back,Defender
140082,Armando Sadiku (140082),Albania  Bulgaria,Attack - Centre-Forward,Attack
14011,Dickson Etuhu (14011),Nigeria  England,Midfield - Defensive Midfield,Midfield
140205,Bernie Ibini-Isei (140205),Australia  Nigeria,Attack - Centre-Forward,Attack
140163,Ousmane Sy (140163),Senegal  France,Attack - Left Winger,Attack
1402716,Durmusali Taner (1402716),Türkiye,Midfield,Midfield
1403,Taribo West (1403),Nigeria,Defender - Centre-Back,Defender
14030,Albert Jarrett (14030),Sierra Leone  England,Midfield - Left Midfield,Midfield
140446,Rilwan Hassan (140446),Nigeria,Attack - Right Winger,Attack
1404694,Bedirhan Selim Koç (1404694),Türkiye,Midfield,Midfield
140497,Florentin Pogba (140497),Guinea  France,Defender - Centre-Back,Defender
1405120,İsmail Solmaz (1405120),Türkiye,Attack - Left Winger,Attack
1405121,Samet Emlik (1405121),Türkiye,Defender - Centre-Back,Defender
140561,Michael Odibe (140561),Nigeria,Defender - Centre-Back,Defender
140597,Franck Etoundi (140597),Cameroon,Attack - Centre-Forward,Attack
14060,Nigel Reo-Coker (14060),England  Sierra Leone,Midfield - Central Midfield,Midfield
1406429,Nour Boulkous (1406429),Switzerland  Algeria,Defender,Defender
1406797,Batuhan İşen (1406797),Türkiye,Defender - Centre-Back,Defender
1406799,Mirac Akay (1406799),Türkiye,Defender - Left-Back,Defender
1406801,Onur Nazlı (1406801),Türkiye,Attack - Centre-Forward,Attack
1406923,Beytullah Gezer (1406923),Türkiye,Attack - Centre-Forward,Attack
14069,Mamady Sidibé (14069),Mali  France,Attack - Centre-Forward,Attack
1407062,Farid Affo (1407062),Belgium  Senegal,Midfield - Defensive Midfield,Midfield
1407063,Grégory Djoufack (1407063),Burundi  Cameroon,Attack - Second Striker,Attack
141050,Danilo Pereira (141050),Portugal  Guinea-Bissau,Defender - Centre-Back,Defender
1412729,Rayyan Koubini (1412729),Netherlands  Morocco,Midfield,Midfield
1413211,Ekin Çiftçi (1413211),Türkiye,Defender - Left-Back,Defender
14151,Kürşat Duymuş (14151),Türkiye,Defender - Centre-Back,Defender
141563,Aziz Deen-Conteh (141563),Sierra Leone  England,Defender - Left-Back,Defender
141658,Etzaz Hussain (141658),Pakistan  Norway,Midfield - Central Midfield,Midfield
141772,Kaan Dorak (141772),Türkiye,Defender - Centre-Back,Defender
141828,Kara Mbodj (141828),Senegal,Defender - Centre-Back,Defender
1419,Rigobert Song (1419),Cameroon  France,Defender - Centre-Back,Defender
1419721,Abdel Laksiri (1419721),Morocco,Midfield,Midfield
142022,Marcelo Djaló (142022),Guinea-Bissau  Spain,Defender - Centre-Back,Defender
142031,Omar Mascarell (142031),Equatorial Guinea  Spain,Midfield - Defensive Midfield,Midfield
1421433,Zadok Yohanna (1421433),Nigeria,Attack - Right Winger,Attack
14216,Denis Boshnjaku (14216),Albania  Italy,Attack - Centre-Forward,Attack
142281,Anthony Ujah (142281),Nigeria  Germany,Attack - Centre-Forward,Attack
142545,Mamadou Danfa (142545),France  Senegal,Midfield - Defensive Midfield,Midfield
1425487,Adam Asfour (1425487),France  Morocco,Defender - Centre-Back,Defender
14271,Braíma Injai (14271),Guinea-Bissau  Portugal,Midfield - Defensive Midfield,Midfield
14270,André Bikey (14270),Cameroon  Spain,Defender - Centre-Back,Defender
1427509,Frank Aziz (1427509),United States  Egypt,Attack - Left Winger,Attack
1427826,Aliyu Imrana (1427826),Nigeria,Attack - Left Winger,Attack
1429345,Sofiane Gomis (1429345),France  Senegal,Attack - Centre-Forward,Attack
142873,Eldin Hadzic (142873),Spain  Bosnia-Herzegovina,Attack - Second Striker,Attack
1429905,Mamadou Lamine Hane (1429905),Senegal,Midfield - Central Midfield,Midfield
143008,Bozo Musa (143008),Bosnia-Herzegovina,Defender - Centre-Back,Defender
143070,Erkan Bülbül (143070),Türkiye,Attack - Centre-Forward,Attack
1431409,Sonko Chouaibou (1431409),Senegal,Defender - Centre-Back,Defender
1431646,İbrahim Erdem (1431646),Türkiye,Goalkeeper,Goalkeeper
1431647,Erkan Akkoç (1431647),Türkiye,Attack,Attack
143223,Mohamed Aoulad (143223),Belgium  Morocco,Midfield - Attacking Midfield,Midfield
143221,Almir Filipovic (143221),Bosnia-Herzegovina,Attack - Centre-Forward,Attack
1432442,Xhojel Osmani (1432442),Italy  Albania,Attack,Attack
1432447,Enea Gjumsi (1432447),Italy  Albania,Midfield - Central Midfield,Midfield
1432445,Adam Nekhli (1432445),Morocco  Colombia,Midfield,Midfield
1433294,Riyad Mastari (1433294),Italy  Morocco,Attack,Attack
1433514,Emeka Anachunam (1433514),Nigeria,Attack - Centre-Forward,Attack
143539,Saad Al-Sheeb (143539),Qatar,Goalkeeper,Goalkeeper
1435769,Seyni Mbaye Ndiaye (1435769),Senegal,Defender - Centre-Back,Defender
1436657,Moussa Diallo (1436657),Senegal,Attack - Centre-Forward,Attack
1436884,Flinto Costa (1436884),Guinea-Bissau,Attack - Right Winger,Attack
1437150,Nikson (1437150),Guinea-Bissau,Attack,Attack
1439289,Madi Gjoka (1439289),Italy  Albania,Attack,Attack
1439333,Diort Stublla (1439333),Italy  Kosovo,Attack,Attack
1439332,Diar Stublla (1439332),Italy  Kosovo,Midfield,Midfield
143969,Mohamadou Abdouraman (143969),Cameroon,Midfield - Defensive Midfield,Midfield
1440207,Jordis Cupani (1440207),Albania  Italy,Attack,Attack
1440236,Mustafa Doganci (1440236),Germany  Türkiye,Attack,Attack
1441318,Mustafa Arda Bayındır (1441318),Türkiye,Attack - Right Winger,Attack
144204,Mehmet Kömürcü (144204),Türkiye,Defender,Defender
1442245,Hamdi Yurtlu (1442245),Türkiye,Midfield,Midfield
1442809,Madou Camara (1442809),Spain  Mali,Attack - Right Winger,Attack
1442796,Mohamed Amir (1442796),Sudan  Qatar,Defender - Left-Back,Defender
144304,Ognjen Ozegovic (144304),Serbia  Bosnia-Herzegovina,Attack - Centre-Forward,Attack
144341,,Cameroon  France,Midfield - Defensive Midfield,Midfield
1443599,Faruk Demir (1443599),Türkiye,Goalkeeper,Goalkeeper
144352,Cüneyt Dev (144352),Türkiye,Defender - Right-Back,Defender
144400,Ferit Şener (144400),Türkiye,Defender - Centre-Back,Defender
144379,Ali Tuna Tanyıldız (144379),Türkiye,Midfield - Attacking Midfield,Midfield
144372,Serkan Esen (144372),Türkiye,Midfield - Defensive Midfield,Midfield
144384,Oktay Demircan (144384),Türkiye,Defender - Right-Back,Defender
144405,Kadir Burak Akçay (144405),Türkiye,Attack,Attack
144406,Volkan Al (144406),Türkiye,Defender - Centre-Back,Defender
144407,Gökay Ateşler (144407),Türkiye,Defender,Defender
144409,Güney Ayan (144409),Türkiye,Goalkeeper,Goalkeeper
144413,Halit Keser (144413),Türkiye,Midfield,Midfield
144404,Cüneyt Abdi (144404),Türkiye,Defender - Centre-Back,Defender
144411,Muttalip Kandemir (144411),Türkiye,Midfield - Central Midfield,Midfield
